id	type	language	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	occurrenceStatus	occurrenceRemarks	eventID	eventDate	habitat	samplingProtocol	continent	country	countryCode	stateProvince	locality	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:4	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:4	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing Male and female|activity:Passing Male and female	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N	2020-02-19	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36837	76.99762	WGS84	10	Gallus sonneratii	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Gallus sonneratii	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus	Jungle Fowl
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:5	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:5	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N	2020-02-26	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36837	76.99762	WGS84	10	Chalcophaps indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Chalcophaps indica	Animalia	Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	Emerald Dove
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:6	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:6	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N	2020-03-02	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36837	76.99762	WGS84	10	Chalcophaps indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Chalcophaps indica	Animalia	Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	Emerald Dove
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:7	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:7	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N	2020-03-03	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36837	76.99762	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:8	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:8	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N	2020-03-04	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36837	76.99762	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:9	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N:9	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:1N	2020-03-04	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36837	76.99762	WGS84	10	Chalcophaps indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Chalcophaps indica	Animalia	Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	Emerald Dove
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present		ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi	2020-02/2020-07	rainforest fragment	ad-hoc observation	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Ormosia travancorica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Ormosia travancorica	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Ormosia	OT
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:1	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:1	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-02-12	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:10	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:10	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-09	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:11	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:11	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing |activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-09	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:12	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:12	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-11	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rusa unicolor	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rusa unicolor	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Rusa	Sambar Deer
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:13	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:13	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-12	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Gallus sonneratii	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Gallus sonneratii	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus	Jungle Fowl
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:14	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:14	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-15	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Funambulus tristriatus	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Funambulus tristriatus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funambulus	Jungle Stripped Squirrel
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:15	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:15	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-16	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:16	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:16	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing Smelling the seed or eating it?	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-19	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Herpestes fuscus	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Urva fusca	Animalia	Chordata	Mammalia	Carnivora	Herpestidae	Urva	Brown Mongoose
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:17	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:17	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-19	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:18	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:18	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-21	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:19	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:19	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-23	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Herpestes fuscus	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Urva fusca	Animalia	Chordata	Mammalia	Carnivora	Herpestidae	Urva	Brown Mongoose
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:2	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:2	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-02-29	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Gallus sonneratii	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Gallus sonneratii	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus	Jungle Fowl
