id	type	language	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	occurrenceStatus	occurrenceRemarks	eventID	eventDate	habitat	samplingProtocol	continent	country	countryCode	stateProvince	locality	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:13	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:13	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-03-19	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:14	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:14	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-03-19	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Funambulus tristriatus	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Funambulus tristriatus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funambulus	Jungle Stripped Squirrel
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:15	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:15	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Predator Showing vigilant behaviour|activity:Passing Searching for the seed in the plot	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-03-20	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Semnopithecus johnii	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Semnopithecus johnii	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Semnopithecus	Nilgiri Langur
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:16	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:16	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-03-24	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Aves	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Aves	Animalia	Chordata	Aves				Bird
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:2	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:2	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Predator	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-02-19	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Semnopithecus johnii	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Semnopithecus johnii	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Semnopithecus	Nilgiri Langur
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:3	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:3	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-02-25	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Geokichla citrina	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Geokichla citrina	Animalia	Chordata	Aves	Passeriformes	Turdidae	Geokichla	Orange Headed Thrush
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:4	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:4	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Predator |activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-02-27	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Rusa unicolor	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rusa unicolor	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Rusa	Sambar Deer
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:5	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:5	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-03-07	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Chalcophaps indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Chalcophaps indica	Animalia	Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	Emerald Dove
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:6	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:6	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-03-07	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Rusa unicolor	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rusa unicolor	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Rusa	Sambar Deer
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:7	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:7	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-03-11	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Aves	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Aves	Animalia	Chordata	Aves				Bird
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:8	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:8	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-03-14	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Semnopithecus johnii	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Semnopithecus johnii	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Semnopithecus	Nilgiri Langur
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:9	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N:9	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:3N	2020-03-16	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.366827	76.99695	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:4N	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Cullenia_exarillata:4N	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present		ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi	2020-02/2020-07	rainforest fragment	ad-hoc observation	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36569	76.99842	WGS84	10	Cullenia exarillata	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Cullenia exarillata	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Cullenia	CE
