date,tree_code,forest_500,lat,long,altitude,tree_sp,fruitcrop,height,gbh,gbh2,start_time,end_time,arr_time,species,num,dep_time
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,8:42:00,RWBU,1,8:55:03
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,8:42:00,YBBU,2,8:43:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,8:43:58,SHMY,6,8:45:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,8:45:00,MAST,4,8:47:28
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,8:48:00,SHMY,1,8:50:16
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,8:49:00,SHMY,1,8:50:16
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,OHTH,1,8:51:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,8:52:00,YBBU,3,8:52:28
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,8:55:21,WCBA,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,8:58:40
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,8:57:14
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,9:02:35
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:00:00,OHTH,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:02:11,YBBU,1,9:03:23
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,9:03:23
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,9:03:39
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:04:35,MAST,1,9:06:22
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:04:50,YBBU,1,9:05:58
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,9:06:12
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:07:10,RWBU,1,9:07:16
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:08:35,RWBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,2,9:10:31
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:11:36,WCBA,2,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:11:48,RWBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:12:03,WCBA,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:14:03,IGOR,1,9:19:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:14:03,IGOR,1,9:32:14
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,4,9:13:40
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:14:07,RWBU,1,9:20:28
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:18:26,SHMY,2,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:18:00,FTBU,2,9:18:42
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,9:19:12
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:19:00,WCBA,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,MAST,2,9:20:09
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:27:11,YBBU,4,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:29:07,RWBU,1,9:34:37
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:29:07,YBBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:28:29,IGOR,1,9:32:57
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,9:37:28
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:39:00,WBTR,1,9:39:36
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:40:17,RWBU,2,9:43:20
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:40:00,SHMY,2,9:42:19
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,3,9:43:01
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:43:45,YBBU,1,9:44:23
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:45:00,IGOR,1,9:47:52
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:46:34,WCBA,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:47:03,MAST,1,10:01:16
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:48:09,MAST,1,10:03:15
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:47:00,AFBL,1,9:49:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,IGOR,1,9:50:10
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:50:53,YBBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,IGOR,1,9:51:58
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,IGOR,1,9:53:20
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:51:58,RWBU,1,9:55:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:51:58,RWBU,1,9:56:43
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:55:48,SHMY,2,9:56:11
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,9:54:00,AFBL,1,9:57:51
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,9:59:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,3,10:00:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:01:26,SHMY,1,10:09:30
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,10:03:07
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:04:00,RWBU,1,10:05:46
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:06:00,RWBU,2,10:06:50
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:09:00,MGHO,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,10:09:27
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,10:09:53
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:10:50,SHMY,2,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:18:56,WCBA,1,10:24:16
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:19:30,RWBU,2,10:20:05
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:20:08,SHMY,2,10:20:52
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:21:24,IGOR,1,10:22:24
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:18:56,WCBA,1,10:24:16
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,IGOR,1,10:24:51
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:26:00,MWTH,1,10:28:49
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:27:36,MAST,2,10:28:49
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:27:38,YBBU,2,10:28:51
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:27:40,RWBU,2,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,10:28:29
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,10:28:41
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:25:00,MWTH,1,10:29:04
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,WCBA,1,10:29:13
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:30:33,RWBU,2,10:32:20
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:32:18,IGOR,1,10:35:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:35:17,MAST,2,10:35:38
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,WCBA,1,10:37:32
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:38:50,AFBL,1,10:40:04
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:40:45,YBBU,1,10:49:21
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:43:18,YBBU,1,10:49:37
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:43:56,WCBA,1,10:45:50
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:44:16,IGOR,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:44:16,WCBA,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:44:57,SHMY,2,10:45:02
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:46:06,WCBA,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,10:46:22
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:47:00,INBL,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:47:50,OHTH,1,10:51:29
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:47:50,OHTH,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:48:58,RWBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:53:50,YBBU,1,11:00:08
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:54:37,WCBA,1,11:04:23
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:55:00,WCBA,1,11:05:16
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:56:34,RWBU,2,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:57:00,MAST,1,11:02:41
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:59:45,RWBU,2,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,10:59:45,YBBU,1,11:05:10
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:00:28,RWBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:01:29,RWBU,1,11:06:49
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:02:08,RWBU,1,11:08:54
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:02:26,RWBU,1,11:09:06
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:02:53,RWBU,1,11:09:13
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,IGOR,1,11:10:18
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:05:26,RWBU,2,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:06:00,RWBU,2,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:08:18,IGOR,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:08:22,WCBA,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:08:54,MAST,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,1,11:10:54
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,WCBA,1,11:11:29
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,WCBA,1,11:12:14
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:13:50,WCBA,1,11:17:19
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:14:28,YBBU,2,11:25:45
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:15:32,RWBU,1,11:17:19
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:14:28,YBBU,1,11:35:08
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:19:00,YBBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:21:22,WCBA,1,11:21:58
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:21:43,RWBU,1,11:25:16
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:21:43,YBBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:22:12,MAST,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:22:35,RWBU,1,11:23:25
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:22:35,RWBU,1,11:25:45
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:33:11,RWBU,1,11:34:07
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:36:37,RWBU,2,11:37:22
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:37:07,IGOR,1,11:45:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:37:40,YBBU,1,11:38:08
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:37:40,RWBU,1,11:39:52
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:39:40,RWBU,1,11:41:44
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,RWBU,2,11:41:30
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:42:00,MAST,2,11:42:57
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:42:00,RWBU,2,11:43:14
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,2,11:42:23
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,2,11:43:14
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,MAST,2,11:44:20
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:43:30,RWBU,2,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,WCBA,1,11:45:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:46:38,RWBU,1,11:50:16
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,11:47:22
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:50:30,YBBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:50:55,AFBL,1,11:51:18
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,MAST,1,11:51:58
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,MAST,1,11:52:46
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:53:23,SHMY,2,11:54:32
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:54:00,SHMY,1,11:54:32
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:55:20,OHTH,1,11:57:08
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:57:40,RWBU,2,11:58:38
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,OHTH,1,11:58:22
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:57:40,RWBU,1,11:59:06
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,11:57:40,RWBU,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,WCBA,1,11:59:13
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,WCBA,1,12:00:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,12:01:00,WCBA,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,12:01:00,SHMY,1,12:04:00
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,12:01:00,SHMY,1,12:05:08
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,12:04:20,YBBU,1,12:05:27
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,12:05:40,SHMY,1,12:06:17
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,12:05:44,YBBU,1,12:07:11
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,12:06:09,WCBA,1,N
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,12:06:09,RWBU,1,12:06:42
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,12:04:00,INBL,1,12:08:56
20-03-18,PEMA09,1,10.416083,76.87628,697.162476,Persea macrantha,100,20,239,N,7:05:00,12:10:00,N,YBBU,1,12:09:10
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,12:55:44,SHMY,2,12:58:29
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,12:55:58,SHMY,1,12:58:29
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,13:22:18,MIPI,1,13:50:29
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,13:30:06,WCBA,1,13:34:48
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,13:28:00,MIPI,1,13:50:29
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,13:56:58,AFBL,1,13:57:40
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,14:05:00,RWBU,1,14:05:28
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,14:06:28,SHMY,1,14:07:33
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,14:06:28,SHMY,1,14:07:44
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,14:14:00,MIPI,1,14:24:15
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,14:32:52,SHMY,2,14:38:30
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,14:51:00,RWBU,1,14:54:49
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,14:52:20,SHMY,2,14:54:20
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,N,MAST,1,14:55:08
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,15:02:39,WCBA,1,15:03:40
20-03-18,PEMA10,1,10.41710151,76.87418262,673.846497,Persea macrantha,164,21,220,N,12:55:00,17:05:00,15:00:39,WCBA,1,15:06:53
