date,tree_code,tree_sp,sample_type,st_time,species,State,S,P,D,Prd,Reg,end_time
03-12-17,HETR05,Heynea trijuga,scan,17:04:00,MGHO,P,N,N,N,N,N,17:04:00
03-12-17,HETR05,Heynea trijuga,scan,17:05:00,MGHO,P,N,N,N,N,N,17:05:00
03-12-17,HETR05,Heynea trijuga,scan,17:06:00,MGHO,P,N,N,N,N,N,17:06:00
03-12-17,HETR05,Heynea trijuga,scan,17:07:00,MGHO,P,N,N,N,N,N,17:07:00
03-12-17,HETR05,Heynea trijuga,scan,17:08:00,MGHO,P,N,N,N,N,N,17:08:00
03-12-17,HETR05,Heynea trijuga,scan,17:09:00,MGHO,P,N,N,N,N,N,17:09:00
03-12-17,HETR05,Heynea trijuga,scan,17:10:00,MGHO,P,N,N,N,N,N,17:10:00
03-12-17,HETR05,Heynea trijuga,scan,17:11:00,MGHO,P,N,N,N,N,N,17:11:00
03-12-17,HETR05,Heynea trijuga,scan,17:12:00,MGHO,F,N,N,N,N,N,17:12:00
03-12-17,HETR05,Heynea trijuga,focal,16:59:00,MGHO,F,5,0,0,0,0,17:14:30
03-12-17,HETR05,Heynea trijuga,scan,17:00:00,MGHO,F,N,N,N,N,N,17:00:00
03-12-17,HETR05,Heynea trijuga,scan,17:01:00,MGHO,F,N,N,N,N,N,17:01:00
03-12-17,HETR05,Heynea trijuga,scan,17:02:00,MGHO,P,N,N,N,N,N,17:02:00
03-12-17,HETR05,Heynea trijuga,scan,17:03:00,MGHO,P,N,N,N,N,N,17:03:00
03-12-17,HETR05,Heynea trijuga,scan,17:04:00,MGHO,P,N,N,N,N,N,17:04:00
03-12-17,HETR05,Heynea trijuga,scan,17:05:00,MGHO,P,N,N,N,N,N,17:05:00
03-12-17,HETR05,Heynea trijuga,scan,17:06:00,MGHO,P,N,N,N,N,N,17:06:00
03-12-17,HETR05,Heynea trijuga,scan,17:07:00,MGHO,P,N,N,N,N,N,17:07:00
03-12-17,HETR05,Heynea trijuga,scan,17:08:00,MGHO,P,N,N,N,N,N,17:08:00
03-12-17,HETR05,Heynea trijuga,scan,17:09:00,MGHO,P,N,N,N,N,N,17:09:00
03-12-17,HETR05,Heynea trijuga,scan,17:10:00,MGHO,P,N,N,N,N,N,17:10:00
03-12-17,HETR05,Heynea trijuga,scan,17:11:00,MGHO,P,N,N,N,N,N,17:11:00
03-12-17,HETR05,Heynea trijuga,scan,17:12:00,MGHO,P,N,N,N,N,N,17:12:00
03-12-17,HETR05,Heynea trijuga,scan,17:13:00,MGHO,P,N,N,N,N,N,17:13:00
03-12-17,HETR05,Heynea trijuga,scan,17:14:00,MGHO,F,N,N,N,N,N,17:14:00
05-12-17,HETR06 ,Heynea trijuga,focal,7:24:30,RWBU,F,0,4,0,0,0,7:25:32
05-12-17,HETR06 ,Heynea trijuga,scan,7:25:30,RWBU,F,N,N,N,N,N,7:25:30
05-12-17,HETR06 ,Heynea trijuga,focal,7:32:40,RWBU,F,0,2,0,0,0,7:32:52
05-12-17,HETR06 ,Heynea trijuga,focal,8:03:40,SHMY,F,0,1,0,0,0,8:03:42
05-12-17,HETR06 ,Heynea trijuga,focal,8:17:40,SHMY,F,1,0,0,0,0,8:18:40
05-12-17,HETR06 ,Heynea trijuga,focal,9:44:25,SHMY,F,1,3,0,0,0,9:46:50
05-12-17,HETR06 ,Heynea trijuga,scan,9:45:25,SHMY,F,N,N,N,N,N,9:45:25
05-12-17,HETR06 ,Heynea trijuga,scan,9:46:25,SHMY,F,N,N,N,N,N,9:46:25
05-12-17,HETR06 ,Heynea trijuga,focal,9:46:55,WCBA,F,3,0,0,0,0,9:48:24
05-12-17,HETR06 ,Heynea trijuga,scan,9:47:55,WCBA,F,N,N,N,N,N,9:47:55
05-12-17,HETR06 ,Heynea trijuga,focal,9:59:30,WCBA,P,0,0,0,0,0,10:01:20
05-12-17,HETR06 ,Heynea trijuga,scan,10:00:30,WCBA,P,N,N,N,N,N,10:00:30
05-12-17,HETR06 ,Heynea trijuga,focal,10:55:10,SHMY,F,0,0,0,0,0,10:57:47
05-12-17,HETR06 ,Heynea trijuga,scan,10:56:10,SHMY,F,N,N,N,N,N,10:56:10
05-12-17,HETR06 ,Heynea trijuga,scan,10:57:10,SHMY,C,N,N,N,N,N,10:57:10
05-12-17,HETR06 ,Heynea trijuga,focal,11:00:01,SHMY,P,0,0,0,0,0,11:00:40
06-12-17,HETR07,Heynea trijuga,focal,8:10:55,MGHO,F,0,0,0,0,0,8:12:27
06-12-17,HETR07,Heynea trijuga,scan,8:11:55,MGHO,F,N,N,N,N,N,8:11:55
06-12-17,HETR07,Heynea trijuga,focal,9:05:09,MIPI,F,4,3,1,0,0,9:06:22
06-12-17,HETR07,Heynea trijuga,scan,9:06:09,MIPI,F,N,N,N,N,N,9:06:09
06-12-17,HETR07,Heynea trijuga,focal,10:43:20,SHMY,F,1,2,0,0,0,10:48:20
06-12-17,HETR07,Heynea trijuga,scan,10:44:20,SHMY,F,N,N,N,N,N,10:44:20
06-12-17,HETR07,Heynea trijuga,scan,10:45:20,SHMY,F,N,N,N,N,N,10:45:20
06-12-17,HETR07,Heynea trijuga,scan,10:46:20,SHMY,F,N,N,N,N,N,10:46:20
06-12-17,HETR07,Heynea trijuga,scan,10:47:20,SHMY,F,N,N,N,N,N,10:47:20
06-12-17,HETR07,Heynea trijuga,focal,10:48:21,SHMY,F,0,3,0,0,0,10:49:22
06-12-17,HETR07,Heynea trijuga,scan,10:49:21,SHMY,F,N,N,N,N,N,10:49:21
06-12-17,HETR07,Heynea trijuga,focal,10:49:22,SHMY,P,0,0,0,0,0,11:08:00
06-12-17,HETR07,Heynea trijuga,scan,10:50:22,SHMY,P,N,N,N,N,N,10:50:22
06-12-17,HETR07,Heynea trijuga,scan,10:51:22,SHMY,P,N,N,N,N,N,10:51:22
06-12-17,HETR07,Heynea trijuga,scan,10:52:22,SHMY,P,N,N,N,N,N,10:52:22
06-12-17,HETR07,Heynea trijuga,scan,10:53:22,SHMY,P,N,N,N,N,N,10:53:22
06-12-17,HETR07,Heynea trijuga,scan,10:54:22,SHMY,P,N,N,N,N,N,10:54:22
06-12-17,HETR07,Heynea trijuga,scan,10:55:22,SHMY,P,N,N,N,N,N,10:55:22
06-12-17,HETR07,Heynea trijuga,scan,10:56:22,SHMY,P,N,N,N,N,N,10:56:22
06-12-17,HETR07,Heynea trijuga,scan,10:57:22,SHMY,P,N,N,N,N,N,10:57:22
06-12-17,HETR07,Heynea trijuga,scan,10:58:22,SHMY,P,N,N,N,N,N,10:58:22
06-12-17,HETR07,Heynea trijuga,scan,10:59:22,SHMY,P,N,N,N,N,N,10:59:22
06-12-17,HETR07,Heynea trijuga,scan,11:00:22,SHMY,P,N,N,N,N,N,11:00:22
06-12-17,HETR07,Heynea trijuga,scan,11:01:22,SHMY,P,N,N,N,N,N,11:01:22
06-12-17,HETR07,Heynea trijuga,scan,11:02:22,SHMY,P,N,N,N,N,N,11:02:22
06-12-17,HETR07,Heynea trijuga,scan,11:03:22,SHMY,P,N,N,N,N,N,11:03:22
06-12-17,HETR07,Heynea trijuga,scan,11:04:22,SHMY,P,N,N,N,N,N,11:04:22
06-12-17,HETR07,Heynea trijuga,scan,11:05:22,SHMY,P,N,N,N,N,N,11:05:22
06-12-17,HETR07,Heynea trijuga,scan,11:06:22,SHMY,P,N,N,N,N,N,11:06:22
06-12-17,HETR07,Heynea trijuga,scan,11:07:22,SHMY,P,N,N,N,N,N,11:07:22
06-12-17,HETR07,Heynea trijuga,focal,10:49:22,SHMY,P,0,0,0,0,0,11:08:00
06-12-17,HETR07,Heynea trijuga,scan,10:50:22,SHMY,P,N,N,N,N,N,10:50:22
06-12-17,HETR07,Heynea trijuga,scan,10:51:22,SHMY,P,N,N,N,N,N,10:51:22
06-12-17,HETR07,Heynea trijuga,scan,10:52:22,SHMY,P,N,N,N,N,N,10:52:22
06-12-17,HETR07,Heynea trijuga,scan,10:53:22,SHMY,P,N,N,N,N,N,10:53:22
06-12-17,HETR07,Heynea trijuga,scan,10:54:22,SHMY,P,N,N,N,N,N,10:54:22
06-12-17,HETR07,Heynea trijuga,scan,10:55:22,SHMY,P,N,N,N,N,N,10:55:22
06-12-17,HETR07,Heynea trijuga,scan,10:56:22,SHMY,P,N,N,N,N,N,10:56:22
06-12-17,HETR07,Heynea trijuga,scan,10:57:22,SHMY,P,N,N,N,N,N,10:57:22
06-12-17,HETR07,Heynea trijuga,scan,10:58:22,SHMY,P,N,N,N,N,N,10:58:22
06-12-17,HETR07,Heynea trijuga,scan,10:59:22,SHMY,P,N,N,N,N,N,10:59:22
06-12-17,HETR07,Heynea trijuga,scan,11:00:22,SHMY,P,N,N,N,N,N,11:00:22
06-12-17,HETR07,Heynea trijuga,scan,11:01:22,SHMY,P,N,N,N,N,N,11:01:22
06-12-17,HETR07,Heynea trijuga,scan,11:02:22,SHMY,P,N,N,N,N,N,11:02:22
06-12-17,HETR07,Heynea trijuga,scan,11:03:22,SHMY,P,N,N,N,N,N,11:03:22
06-12-17,HETR07,Heynea trijuga,scan,11:04:22,SHMY,P,N,N,N,N,N,11:04:22
06-12-17,HETR07,Heynea trijuga,scan,11:05:22,SHMY,P,N,N,N,N,N,11:05:22
06-12-17,HETR07,Heynea trijuga,scan,11:06:22,SHMY,P,N,N,N,N,N,11:06:22
06-12-17,HETR07,Heynea trijuga,scan,11:07:22,SHMY,P,N,N,N,N,N,11:07:22
06-12-17,HETR07,Heynea trijuga,focal,11:12:51,SHMY,F,0,0,0,0,0,11:14:48
06-12-17,HETR07,Heynea trijuga,scan,11:13:51,SHMY,F,N,N,N,N,N,11:13:51
06-12-17,HETR07,Heynea trijuga,focal,11:14:48,SHMY,F,1,0,0,0,0,11:15:06
06-12-17,HETR07,Heynea trijuga,focal,11:15:35,SHMY,P,0,0,0,0,0,11:19:52
06-12-17,HETR07,Heynea trijuga,scan,11:16:35,SHMY,P,N,N,N,N,N,11:16:35
06-12-17,HETR07,Heynea trijuga,scan,11:17:35,SHMY,P,N,N,N,N,N,11:17:35
06-12-17,HETR07,Heynea trijuga,scan,11:18:35,SHMY,P,N,N,N,N,N,11:18:35
06-12-17,HETR07,Heynea trijuga,scan,11:19:35,SHMY,P,N,N,N,N,N,11:19:35
06-12-17,HETR07,Heynea trijuga,focal,11:20:52,SHMY,P,0,0,0,0,0,11:21:26
06-12-17,HETR07,Heynea trijuga,focal,11:14:48,SHMY,F,3,0,1,0,0,11:17:46
06-12-17,HETR07,Heynea trijuga,scan,11:15:48,SHMY,F,N,N,N,N,N,11:15:48
06-12-17,HETR07,Heynea trijuga,scan,11:16:48,SHMY,F,N,N,N,N,N,11:16:48
06-12-17,HETR07,Heynea trijuga,focal,11:18:26,SHMY,P,0,0,0,0,1,11:20:36
06-12-17,HETR07,Heynea trijuga,scan,11:19:26,SHMY,P,N,N,N,N,N,11:19:26
06-12-17,HETR07,Heynea trijuga,scan,11:20:26,SHMY,P,N,N,N,N,N,11:20:26
06-12-17,HETR07,Heynea trijuga,focal,11:20:36,SHMY,P,0,0,0,0,1,11:21:26
06-12-17,HETR_ad_lib,Heynea trijuga,focal,8:51:00,MIPI,P,0,0,0,0,0,8:53:00
06-12-17,HETR_ad_lib,Heynea trijuga,scan,8:52:00,MIPI,P,N,N,N,N,N,8:52:00
06-12-17,HETR_ad_lib,Heynea trijuga,focal,9:27:40,SHMY,F,1,0,0,0,0,9:28:19
06-12-17,HETR_ad_lib,Heynea trijuga,focal,9:45:58,SHMY,P,0,0,0,0,0,9:47:50
06-12-17,HETR_ad_lib,Heynea trijuga,scan,9:46:58,SHMY,P,N,N,N,N,N,9:46:58
06-12-17,HETR_ad_lib,Heynea trijuga,focal,10:23:12,SHMY,P,2,1,0,0,0,10:23:42
06-12-17,HETR_ad_lib,Heynea trijuga,focal,10:24:52,SHMY,F,0,2,0,0,0,10:27:27
09-12-17,HETR09,Heynea trijuga,focal,11:12:00,SHMY,F,0,0,0,0,0,11:15:00
09-12-17,HETR09,Heynea trijuga,scan,11:13:00,SHMY,F,N,N,N,N,N,11:13:00
09-12-17,HETR09,Heynea trijuga,scan,11:14:00,SHMY,P,N,N,N,N,N,11:14:00
09-12-17,HETR09,Heynea trijuga,focal,11:17:00,SHMY,P,0,0,0,0,0,11:18:00
09-12-17,HETR09,Heynea trijuga,focal,11:18:34,SHMY,Pr,0,0,0,0,0,11:19:24
09-12-17,HETR09,Heynea trijuga,focal,11:19:00,SHMY,Pr,0,0,0,0,0,11:20:21
09-12-17,HETR09,Heynea trijuga,scan,11:20:00,SHMY,P,N,N,N,N,N,11:20:00
09-12-17,HETR09,Heynea trijuga,focal,11:30:00,SHMY,P,0,0,0,0,1,11:30:50
09-12-17,HETR09,Heynea trijuga,focal,11:33:00,SHMY,P,0,0,0,0,0,11:33:25
09-12-17,HETR09,Heynea trijuga,focal,11:38:00,SHMY,P,0,0,0,0,0,11:38:42
09-12-17,HETR09,Heynea trijuga,focal,11:38:00,SHMY,P,0,0,0,0,0,11:39:16
09-12-17,HETR09,Heynea trijuga,scan,11:39:00,SHMY,P,N,N,N,N,N,11:39:00
09-12-17,HETR09,Heynea trijuga,focal,11:39:39,SHMY,C,0,0,0,0,0,11:40:26
09-12-17,HETR09,Heynea trijuga,focal,11:39:39,SHMY,P,0,0,0,0,0,11:40:26
09-12-17,HETR09,Heynea trijuga,focal,11:41:33,SHMY,Pr,0,0,0,0,0,11:42:33
09-12-17,HETR_ad_lib,Heynea trijuga,focal,8:51:56,SHMY,F,1,0,0,0,0,8:52:30
09-12-17,HETR_ad_lib,Heynea trijuga,focal,8:51:56,SHMY,F,1,0,0,0,0,8:52:30
09-12-17,HETR_ad_lib,Heynea trijuga,focal,8:52:30,SHMY,F,1,0,0,0,0,8:53:30
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:08:00,SHMY,F,0,0,0,0,0,9:10:00
09-12-17,HETR_ad_lib,Heynea trijuga,scan,9:09:00,SHMY,F,N,N,N,N,N,9:09:00
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:10:00,SHMY,P,0,0,0,0,1,9:10:11
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:10:15,SHMY,P,0,0,0,0,0,9:10:48
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:18:00,SHMY,P,0,0,0,0,0,9:18:58
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:18:00,SHMY,P,0,0,0,0,0,9:18:58
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:20:00,SHMY,P,0,0,0,0,1,9:20:54
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:20:00,SHMY,P,0,0,0,0,0,9:22:08
09-12-17,HETR_ad_lib,Heynea trijuga,scan,9:21:00,SHMY,P,N,N,N,N,N,9:21:00
09-12-17,HETR_ad_lib,Heynea trijuga,scan,9:22:00,SHMY,P,N,N,N,N,N,9:22:00
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:28:00,SHMY,F,0,0,0,0,0,9:28:30
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:30:00,SHMY,P,0,0,0,0,1,9:30:20
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:37:00,SHMY,F,0,0,0,0,1,9:37:30
09-12-17,HETR_ad_lib,Heynea trijuga,focal,9:39:30,SHMY,F,1,0,0,0,0,9:39:50
09-12-17,HETR_ad_lib,Heynea trijuga,focal,10:05:00,SHMY,P,0,0,0,0,0,10:06:00
09-12-17,HETR_ad_lib,Heynea trijuga,focal,10:55:00,SHMY,P,0,0,0,0,0,10:55:35
09-12-17,HETR_ad_lib,Heynea trijuga,focal,10:55:36,SHMY,P,0,0,0,0,0,10:56:37
09-12-17,HETR_ad_lib,Heynea trijuga,scan,10:56:36,SHMY,P,N,N,N,N,N,10:56:36
09-12-17,HETR_ad_lib,Heynea trijuga,focal,10:56:00,SHMY,P,0,0,0,0,0,10:57:00
09-12-17,HETR_ad_lib,Heynea trijuga,focal,10:56:00,SHMY,F,0,0,0,0,0,10:58:00
09-12-17,HETR_ad_lib,Heynea trijuga,scan,10:57:00,SHMY,F,N,N,N,N,N,10:57:00
11-12-17,HETR10,Heynea trijuga,focal,7:04:20,SHMY,F,1,0,0,0,0,7:08:50
11-12-17,HETR10,Heynea trijuga,scan,7:05:20,SHMY,F,N,N,N,N,N,7:05:20
11-12-17,HETR10,Heynea trijuga,scan,7:06:20,SHMY,P,N,N,N,N,N,7:06:20
11-12-17,HETR10,Heynea trijuga,scan,7:07:20,SHMY,C,N,N,N,N,N,7:07:20
11-12-17,HETR10,Heynea trijuga,scan,7:08:20,SHMY,C,N,N,N,N,N,7:08:20
11-12-17,HETR10,Heynea trijuga,focal,7:41:00,SHMY,F,0,0,0,0,0,7:43:00
11-12-17,HETR10,Heynea trijuga,scan,7:42:00,SHMY,P,N,N,N,N,N,7:42:00
11-12-17,HETR10,Heynea trijuga,focal,8:04:30,WCBA,P,0,0,0,0,0,8:09:00
11-12-17,HETR10,Heynea trijuga,scan,8:05:30,WCBA,P,N,N,N,N,N,8:05:30
11-12-17,HETR10,Heynea trijuga,scan,8:06:30,WCBA,P,N,N,N,N,N,8:06:30
11-12-17,HETR10,Heynea trijuga,scan,8:07:30,WCBA,Pr,N,N,N,N,N,8:07:30
11-12-17,HETR10,Heynea trijuga,scan,8:08:30,WCBA,P,N,N,N,N,N,8:08:30
11-12-17,HETR10,Heynea trijuga,focal,8:09:50,MGHO,F,1,1,0,0,0,8:09:55
11-12-17,HETR10,Heynea trijuga,focal,8:11:50,MGHO,F,5,2,0,0,0,8:13:00
11-12-17,HETR10,Heynea trijuga,scan,8:12:50,MGHO,F,N,N,N,N,N,8:12:50
11-12-17,HETR10,Heynea trijuga,focal,8:13:05,MGHO,F,1,0,0,0,0,8:13:10
11-12-17,HETR10,Heynea trijuga,focal,8:21:24,SHMY,F,0,1,0,0,0,8:22:52
11-12-17,HETR10,Heynea trijuga,scan,8:22:24,SHMY,F,N,N,N,N,N,8:22:24
11-12-17,HETR10,Heynea trijuga,focal,8:22:00,SHMY,F,1,0,0,0,0,8:22:05
11-12-17,HETR10,Heynea trijuga,focal,8:22:30,SHMY,F,1,0,0,0,0,8:23:30
11-12-17,HETR10,Heynea trijuga,focal,8:24:26,SHMY,P,0,0,0,0,0,8:31:33
11-12-17,HETR10,Heynea trijuga,scan,8:25:26,SHMY,P,N,N,N,N,N,8:25:26
11-12-17,HETR10,Heynea trijuga,scan,8:26:26,SHMY,C,N,N,N,N,N,8:26:26
11-12-17,HETR10,Heynea trijuga,scan,8:27:26,SHMY,C,N,N,N,N,N,8:27:26
11-12-17,HETR10,Heynea trijuga,scan,8:28:26,SHMY,P,N,N,N,N,N,8:28:26
11-12-17,HETR10,Heynea trijuga,scan,8:29:26,SHMY,P,N,N,N,N,N,8:29:26
11-12-17,HETR10,Heynea trijuga,scan,8:30:26,SHMY,P,N,N,N,N,N,8:30:26
11-12-17,HETR10,Heynea trijuga,scan,8:31:26,SHMY,C,N,N,N,N,N,8:31:26
11-12-17,HETR10,Heynea trijuga,focal,8:31:00,SHMY,F,3,6,0,0,0,8:33:00
11-12-17,HETR10,Heynea trijuga,scan,8:32:00,SHMY,F,N,N,N,N,N,8:32:00
11-12-17,HETR10,Heynea trijuga,focal,8:34:00,SHMY,F,2,3,0,0,0,8:36:00
11-12-17,HETR10,Heynea trijuga,scan,8:35:00,SHMY,F,N,N,N,N,N,8:35:00
11-12-17,HETR10,Heynea trijuga,focal,8:38:15,SHMY,P,0,0,0,0,2,8:46:16
11-12-17,HETR10,Heynea trijuga,scan,8:39:15,SHMY,P,N,N,N,N,N,8:39:15
11-12-17,HETR10,Heynea trijuga,scan,8:40:15,SHMY,P,N,N,N,N,N,8:40:15
11-12-17,HETR10,Heynea trijuga,scan,8:41:15,SHMY,P,N,N,N,N,N,8:41:15
11-12-17,HETR10,Heynea trijuga,scan,8:42:15,SHMY,P,N,N,N,N,N,8:42:15
11-12-17,HETR10,Heynea trijuga,scan,8:43:15,SHMY,P,N,N,N,N,N,8:43:15
11-12-17,HETR10,Heynea trijuga,scan,8:44:15,SHMY,C,N,N,N,N,N,8:44:15
11-12-17,HETR10,Heynea trijuga,scan,8:45:15,SHMY,C,N,N,N,N,N,8:45:15
11-12-17,HETR10,Heynea trijuga,scan,8:46:15,SHMY,F,N,N,N,N,N,8:46:15
11-12-17,HETR10,Heynea trijuga,focal,8:40:06,SHMY,P,0,0,0,0,0,8:46:16
11-12-17,HETR10,Heynea trijuga,scan,8:41:06,SHMY,P,N,N,N,N,N,8:41:06
11-12-17,HETR10,Heynea trijuga,scan,8:42:06,SHMY,P,N,N,N,N,N,8:42:06
11-12-17,HETR10,Heynea trijuga,scan,8:43:06,SHMY,P,N,N,N,N,N,8:43:06
11-12-17,HETR10,Heynea trijuga,scan,8:44:06,SHMY,C,N,N,N,N,N,8:44:06
11-12-17,HETR10,Heynea trijuga,scan,8:45:06,SHMY,C,N,N,N,N,N,8:45:06
11-12-17,HETR10,Heynea trijuga,scan,8:46:06,SHMY,F,N,N,N,N,N,8:46:06
11-12-17,HETR10,Heynea trijuga,focal,8:41:00,SHMY,P,0,0,0,0,0,8:46:16
11-12-17,HETR10,Heynea trijuga,scan,8:42:00,SHMY,P,N,N,N,N,N,8:42:00
11-12-17,HETR10,Heynea trijuga,scan,8:43:00,SHMY,P,N,N,N,N,N,8:43:00
11-12-17,HETR10,Heynea trijuga,scan,8:44:00,SHMY,P,N,N,N,N,N,8:44:00
11-12-17,HETR10,Heynea trijuga,scan,8:45:00,SHMY,P,N,N,N,N,N,8:45:00
11-12-17,HETR10,Heynea trijuga,scan,8:46:00,SHMY,P,N,N,N,N,N,8:46:00
11-12-17,HETR10,Heynea trijuga,focal,8:41:00,SHMY,P,0,0,0,0,0,8:46:16
11-12-17,HETR10,Heynea trijuga,scan,8:42:00,SHMY,P,N,N,N,N,N,8:42:00
11-12-17,HETR10,Heynea trijuga,scan,8:43:00,SHMY,P,N,N,N,N,N,8:43:00
11-12-17,HETR10,Heynea trijuga,scan,8:44:00,SHMY,P,N,N,N,N,N,8:44:00
11-12-17,HETR10,Heynea trijuga,scan,8:45:00,SHMY,P,N,N,N,N,N,8:45:00
11-12-17,HETR10,Heynea trijuga,scan,8:46:00,SHMY,P,N,N,N,N,N,8:46:00
11-12-17,HETR10,Heynea trijuga,focal,8:47:16,SHMY,F,1,1,1,0,0,8:48:16
11-12-17,HETR10,Heynea trijuga,focal,10:25:30,SHMY,F,0,1,0,0,1,10:27:12
11-12-17,HETR10,Heynea trijuga,scan,10:26:30,SHMY,P,N,N,N,N,N,10:26:30
11-12-17,HETR10,Heynea trijuga,focal,10:27:40,SHMY,F,0,0,0,0,1,10:27:50
11-12-17,HETR10,Heynea trijuga,focal,10:27:00,SHMY,P,0,0,0,0,0,10:27:15
11-12-17,HETR10,Heynea trijuga,focal,10:27:28,SHMY,F,0,0,0,0,0,10:27:35
11-12-17,HETR10,Heynea trijuga,focal,10:30:50,YBBU,P,0,0,0,0,0,10:32:45
11-12-17,HETR10,Heynea trijuga,scan,10:31:50,YBBU,P,N,N,N,N,N,10:31:50
11-12-17,HETR10,Heynea trijuga,focal,10:30:50,AFBL,P,0,0,0,0,0,10:33:40
11-12-17,HETR10,Heynea trijuga,scan,10:31:50,AFBL,P,N,N,N,N,N,10:31:50
11-12-17,HETR10,Heynea trijuga,scan,10:32:50,AFBL,P,N,N,N,N,N,10:32:50
11-12-17,HETR10,Heynea trijuga,focal,12:07:30,SHMY,F,0,0,0,0,0,12:09:00
11-12-17,HETR10,Heynea trijuga,scan,12:08:30,SHMY,P,N,N,N,N,N,12:08:30
11-12-17,HETR10,Heynea trijuga,focal,12:08:00,SHMY,C,0,0,0,0,0,12:09:00
11-12-17,HETR10,Heynea trijuga,focal,12:24:26,SHMY,F,1,1,0,0,0,12:24:56
11-12-17,HETR10,Heynea trijuga,focal,12:25:00,SHMY,F,2,1,0,0,0,12:25:30
11-12-17,HETR10,Heynea trijuga,focal,12:28:18,SHMY,P,0,0,0,0,0,12:29:40
11-12-17,HETR10,Heynea trijuga,scan,12:29:18,SHMY,P,N,N,N,N,N,12:29:18
11-12-17,HETR10,Heynea trijuga,focal,12:28:18,SHMY,P,0,0,0,0,0,12:29:40
11-12-17,HETR10,Heynea trijuga,scan,12:29:18,SHMY,P,N,N,N,N,N,12:29:18
14-12-17,HETR13,Heynea trijuga,focal,6:49:50,SHMY,F,0,0,0,0,0,6:51:52
14-12-17,HETR13,Heynea trijuga,scan,6:50:50,SHMY,F,N,N,N,N,N,6:50:50
14-12-17,HETR13,Heynea trijuga,scan,6:51:50,SHMY,F,N,N,N,N,N,6:51:50
14-12-17,HETR13,Heynea trijuga,focal,8:57:53,UNID,F,0,0,0,0,0,8:58:10
14-12-17,HETR13,Heynea trijuga,scan,8:57:53,UNID,F,N,N,N,N,N,8:57:53
14-12-17,HETR13,Heynea trijuga,focal,10:46:30,WCBA,F,1,0,0,0,0,10:49:15
14-12-17,HETR13,Heynea trijuga,scan,10:47:30,WCBA,F,N,N,N,N,N,10:47:30
14-12-17,HETR13,Heynea trijuga,scan,10:48:30,WCBA,F,N,N,N,N,N,10:48:30
16-12-17,HETR_ad_lib,Heynea trijuga,focal,7:23:00,SHMY,F,2,3,0,0,0,7:24:50
16-12-17,HETR_ad_lib,Heynea trijuga,scan,7:24:00,SHMY,F,N,N,N,N,N,7:24:00
16-12-17,HETR_ad_lib,Heynea trijuga,focal,7:36:02,SHMY,F,1,0,0,0,0,7:37:45
16-12-17,HETR_ad_lib,Heynea trijuga,scan,7:37:02,SHMY,F,N,N,N,N,N,7:37:02
16-12-17,HETR_ad_lib,Heynea trijuga,focal,10:02:15,SHMY,F,0,0,0,0,0,10:03:16
16-12-17,HETR_ad_lib,Heynea trijuga,scan,10:03:15,SHMY,F,N,N,N,N,N,10:03:15
17-12-17,HETR16,Heynea trijuga,focal,7:40:02,AFBL,P,0,0,0,0,0,7:45:00
17-12-17,HETR16,Heynea trijuga,scan,7:41:02,AFBL,P,N,N,N,N,N,7:41:02
17-12-17,HETR16,Heynea trijuga,scan,7:42:02,AFBL,P,N,N,N,N,N,7:42:02
17-12-17,HETR16,Heynea trijuga,scan,7:43:00,AFBL,C,N,N,N,N,N,7:43:00
17-12-17,HETR16,Heynea trijuga,scan,7:44:02,AFBL,C,N,N,N,N,N,7:44:02
17-12-17,HETR16,Heynea trijuga,focal,8:37:40,SHMY,F,0,0,0,0,0,8:40:00
17-12-17,HETR16,Heynea trijuga,scan,8:38:40,SHMY,F,N,N,N,N,N,8:38:40
17-12-17,HETR16,Heynea trijuga,scan,8:39:40,SHMY,F,N,N,N,N,N,8:39:40
17-12-17,HETR16,Heynea trijuga,focal,8:51:40,AFBL,C,0,0,0,0,0,8:59:28
17-12-17,HETR16,Heynea trijuga,scan,8:52:40,AFBL,C,N,N,N,N,N,8:52:40
17-12-17,HETR16,Heynea trijuga,scan,8:53:40,AFBL,C,N,N,N,N,N,8:53:40
17-12-17,HETR16,Heynea trijuga,scan,8:54:40,AFBL,C,N,N,N,N,N,8:54:40
17-12-17,HETR16,Heynea trijuga,scan,8:55:40,AFBL,C,N,N,N,N,N,8:55:40
17-12-17,HETR16,Heynea trijuga,scan,8:56:40,AFBL,C,N,N,N,N,N,8:56:40
17-12-17,HETR16,Heynea trijuga,scan,8:57:40,AFBL,P,N,N,N,N,N,8:57:40
17-12-17,HETR16,Heynea trijuga,scan,8:58:40,AFBL,P,N,N,N,N,N,8:58:40
21-12-17,HETR18,Heynea trijuga,focal,6:31:17,MGHO,P,0,0,0,0,0,6:32:27
21-12-17,HETR18,Heynea trijuga,scan,6:32:00,MGHO,P,N,N,N,N,N,6:32:00
