DateTime,Treatment,Site_ID,Species_name,Height,GBH1,GBH2,GBH3,GBH4,GBH5,GBH6,GBH7,GBH8,GBH9,GBH10,GBH11,GBH12,Remarks,Accept_name_WFO,Habit,Distribution,IUCN_status,wden_sps,Wden_final,seed_size,disperser,habt_new,ad_ht,DBH,Basal,Carbon
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Ficus nervosa,9,70,0,0,0,0,0,0,0,0,0,0,0,NONE,Ficus nervosa,Tree,Native,LC,0.28,0.28,S,Mammal_bird,Mature,35,22.2816920328653,0.0389929610575144,0.0333483747012748
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Cinnamomum malabatrum,10,33,0,0,0,0,0,0,0,0,0,0,0,NONE,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15,10.5042262440651,0.0086659866513537,0.0142648938508641
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Clerodendrum infortunatum,8.5,54,0,0,0,0,0,0,0,0,0,0,0,NONE,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4,17.1887338539247,0.0232047907027983,0.032438281892663
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Maesa indica,5,19,25,17,0,0,0,0,0,0,0,0,0,NONE,Maesa indica,Tree,Native,LC,NA,0.55,S,Mammal_bird,Secondary,4,11.3659363513958,0.0101461276221083,0.0097598472395883
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Clerodendrum infortunatum,7.5,33,0,0,0,0,0,0,0,0,0,0,0,NONE,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4,10.5042262440651,0.0086659866513537,0.0109776999607009
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Clerodendrum infortunatum,6,39,0,0,0,0,0,0,0,0,0,0,0,NONE,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4,12.4140855611678,0.0121037334221386,0.0122333692942455
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Actinodaphne malabarica,9,42,35,14,0,0,0,0,0,0,0,0,0,NONE,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12,17.9640744237171,0.0253454246873843,0.0475397578087345
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Clerodendrum infortunatum,6,32,0,0,0,0,0,0,0,0,0,0,0,NONE,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4,10.1859163578813,0.00814873308630504,0.00831458793832827
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Clerodendrum infortunatum,7,32,0,0,0,0,0,0,0,0,0,0,0,NONE,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4,10.1859163578813,0.00814873308630504,0.00966453131533981
2016-10-15T00:00:00Z,Fragment,OLV1_10U,Eucalyptus sp.,35,161,0,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,51.2478916755903,0.206272763994251,1.21998760436687
2016-10-15T00:00:00Z,Fragment,OLV1_10U,Clerodendrum infortunatum,8,43,0,0,0,0,0,0,0,0,0,0,0,NONE,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4,13.687325105903,0.0147138744888457,0.0196001143670672
2016-10-24T00:00:00Z,Fragment,VAR2_10U,Montanoa sp.,5.5,10,12,10,12,11,10,16,10,0,0,0,0,NONE,Montanoa sp.,Shrub,Introduced,NA,NA,0.55,NA,Gravity,Int,6,10.3878323330274,0.00847500071964343,0.00898581675144713
2016-10-24T00:00:00Z,Fragment,VAR2_10U,Montanoa sp.,6,14,16,10,14,17,16,13,14,16,0,0,0,NONE,Montanoa sp.,Shrub,Introduced,NA,NA,0.55,NA,Gravity,Int,6,13.9258301544804,0.0152311280538944,0.0173348984967506
2016-10-24T00:00:00Z,Fragment,VAR2_10U,Montanoa sp.,5.5,14,14,10,11,15,14,12,14,12,11,0,0,NONE,Montanoa sp.,Shrub,Introduced,NA,NA,0.55,NA,Gravity,Int,6,12.8866372646161,0.0130427475863808,0.0136865314352804
2016-10-24T00:00:00Z,Fragment,VAR2_10U,Solanum sp.,5,14,31,0,0,0,0,0,0,0,0,0,0,NONE,Solanum sp.,Shrub,Native,NA,NA,0.35,S,Mammal_bird,Int,NA,10.8272161460915,0.00920711345786614,0.00571077256564286
2016-10-24T00:00:00Z,Fragment,VAR3_10U,Montanoa sp.,6,17,16,10,30,0,0,0,0,0,0,0,0,NONE,Montanoa sp.,Shrub,Introduced,NA,NA,0.55,NA,Gravity,Int,6,12.5116437260422,0.0122947193538489,0.0140650142378329
2016-10-24T00:00:00Z,Fragment,VAR3_10U,Montanoa sp.,6,16,12,14,13,16,0,0,0,0,0,0,0,NONE,Montanoa sp.,Shrub,Introduced,NA,NA,0.55,NA,Gravity,Int,6,10.1709846376261,0.00812485984484126,0.00938761132589647
2016-10-24T00:00:00Z,Fragment,VAR3_10U,Villebrunea integrifolia,7.5,43,62,0,0,0,0,0,0,0,0,0,0,NONE,Oreocnide integrifolia,Tree,Native,NA,NA,0.55,S,Bird,Secondary,8,24.01710845368,0.045303454551108,0.0624515388374759
2016-10-24T00:00:00Z,Fragment,VAR3_10U,Villebrunea integrifolia,7,57,0,0,0,0,0,0,0,0,0,0,0,NONE,Oreocnide integrifolia,Tree,Native,NA,NA,0.55,S,Bird,Secondary,8,18.1436635124761,0.0258547205052784,0.033771765182708
2016-10-24T00:00:00Z,Fragment,VAR3_10U,Villebrunea integrifolia,7,97,0,0,0,0,0,0,0,0,0,0,0,NONE,Oreocnide integrifolia,Tree,Native,NA,NA,0.55,S,Bird,Secondary,8,30.8760589598277,0.0748744429775822,0.0953376555433754
2016-10-24T00:00:00Z,Fragment,VAR3_10U,Villebrunea integrifolia,6.5,76,0,0,0,0,0,0,0,0,0,0,0,NONE,Oreocnide integrifolia,Tree,Native,NA,NA,0.55,S,Bird,Secondary,8,24.1915513499681,0.0459639475649394,0.0550835502687928
2016-10-24T00:00:00Z,Fragment,VAR3_10U,Villebrunea integrifolia,7,83,0,0,0,0,0,0,0,0,0,0,0,NONE,Oreocnide integrifolia,Tree,Native,NA,NA,0.55,S,Bird,Secondary,8,26.4197205532546,0.0548209201480034,0.0703277104477766
2016-10-24T00:00:00Z,Fragment,VAR3_10U,Villebrunea integrifolia,6.5,72,0,0,0,0,0,0,0,0,0,0,0,NONE,Oreocnide integrifolia,Tree,Native,NA,NA,0.55,S,Bird,Secondary,8,22.9183118052329,0.0412529612494193,0.049566336933062
2016-10-24T00:00:00Z,Fragment,VAR3_10U,Villebrunea integrifolia,7,55,0,0,0,0,0,0,0,0,0,0,0,NONE,Oreocnide integrifolia,Tree,Native,NA,NA,0.55,S,Bird,Secondary,8,17.5070437401085,0.0240721851426492,0.0314973497233959
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Rauwolfia densiflora,6,25,23,17,0,0,0,0,0,0,0,0,0,NONE,Rauvolfia verticillata,Shrub,Native,NA,NA,0.53,S,Bird,Secondary,4,12.0915866616376,0.0114830291440802,0.012690805230393
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Litsea oleoides,9.5,51,0,0,0,0,0,0,0,0,0,0,0,NONE,Litsea oleoides,Tree,Endemic,NA,NA,0.42,M,Bird,Mature,12,16.2338041953733,0.020698100349101,0.0281451067748602
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Clerodendrum infortunatum,7.5,35,0,0,0,0,0,0,0,0,0,0,0,NONE,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4,11.1408460164327,0.00974824026437859,0.0123138247526856
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Cinnamomum malabatrum,8,31,0,0,0,0,0,0,0,0,0,0,0,NONE,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15,9.86760647169751,0.00764739501556557,0.0101550762182923
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Bhesa indica,8.5,71,0,0,0,0,0,0,0,0,0,0,0,NONE,Bhesa indica,Tree,Native,NA,NA,0.655,L,Mammal,Mature,30,22.6000019190491,0.0401150034063122,0.0743185191855828
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Dimocarpus longan,8.5,46,23,0,0,0,0,0,0,0,0,0,0,NONE,Dimocarpus longan,Tree,Native,DD,0.748685273,0.748685273,S,Mammal,Mature,25,16.3705384985951,0.0210482412239032,0.0451224642740484
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Cinnamomum malabatrum,7.5,30,0,0,0,0,0,0,0,0,0,0,0,NONE,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15,9.54929658551372,0.00716197243913529,0.00894395933445024
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Chrysophyllum lanceolatum,9.5,99,0,0,0,0,0,0,0,0,0,0,0,NONE,Chrysophyllum roxburghii,Tree,Native,LC,0.626319445,0.626319445,L,Mammal,Mature,30,31.5126787321953,0.0779938798621833,0.151735535952878
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Actinodaphne malabarica,7,31,21,0,0,0,0,0,0,0,0,0,0,NONE,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12,11.9185695226633,0.0111567615107419,0.0167002592798492
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Diospyros sylvatica,0,36,0,0,0,0,0,0,0,0,0,0,0,cut,Diospyros sylvatica,Tree,Endemic,NA,0.701678322,0.701678322,S,Mammal,Mature,35,11.4591559026165,0.0103132403123548,0
2016-10-24T00:00:00Z,Fragment,VAR4_10U,Clerodendrum infortunatum,6,42,0,0,0,0,0,0,0,0,0,0,0,NONE,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4,13.3690152197192,0.0140374659807052,0.0141374339239396
2016-11-09T00:00:00Z,Fragment,IPCO_07U,Persea macrantha,12,105,0,0,0,0,0,0,0,0,0,0,0,NONE,Machilus glaucescens,Tree,Endemic,NA,0.427,0.427,S,Bird,Secondary,30,33.422538049298,0.0877341623794073,0.147101257258811
2016-11-09T00:00:00Z,Fragment,IPCO_07U,Gliricidia sepium,0,60,0,0,0,0,0,0,0,0,0,0,0,cut,Gliricidia sepium,Tree,Introduced,LC,0.74,0.74,S,Gravity,Int,12,19.0985931710274,0.0286478897565412,0
