ec5_uuid,created_at,uploaded_at,recordedBy,title,lat_gps,long_gps,accuracy_gps,UTM_Northing_gps,UTM_Easting_gps,UTM_Zone_gps,eventDate,verbatimEventDate,eventTime,vernacularName,individualCount,occurrenceRemarks,habitat,photo,eventRemarks
88d4d67d-fd7c-4cb7-8e91-800d13a76740,2024-10-04T04:49:29.000Z,2024-10-04T04:49:35.000Z,Ganesh Raghunathan,01/10/2024 Elephant Sighting,10.366827,76.988201,4,1146650,717690,43P,2024-10-01,01/10/2024,15:17,Elephant,2,Sighting,Other,88d4d67d-fd7c-4cb7-8e91-800d13a76740_1728017345.jpg,Bordering the PA
ba04ef43-76c5-4b53-bba9-329bd04d9d77,2024-09-12T12:27:55.000Z,2024-09-13T04:46:41.000Z,Srinivasan Kasinathan,12/09/2024 Nilgiri Tahr Sighting,10.449574,76.983368,8,1155801,717103,43P,2024-09-12,12/09/2024,17:57,Nilgiri Tahr,6,Sighting,Human settlement/habitation,NA,NA
8e5ebac5-3742-43b5-961d-750c0b341828,2024-09-12T05:46:59.000Z,2024-09-13T06:13:35.000Z,Divya Mudappa,12/09/2024 Nilgiri Langur Sighting,10.342737,76.933735,17,1143948,711740,43P,2024-09-12,12/09/2024,11:16,Nilgiri Langur,2,Sighting,Rainforest fragment,NA,NA
0409153f-9754-4e85-a670-a0b339ea8f15,2024-09-12T05:44:40.000Z,2024-09-13T06:13:33.000Z,Divya Mudappa,12/09/2024 Bonnet Macaque Sighting,10.342847,76.933871,15,1143961,711755,43P,2024-09-12,12/09/2024,11:14,Bonnet Macaque,10,Sighting,Rainforest fragment,NA,NA
2b431312-3293-4689-846e-83e3070ddefa,2024-09-12T03:05:14.000Z,2024-09-13T06:13:31.000Z,Divya Mudappa,12/09/2024 Gaur Sighting,10.330332,76.961195,3384,1142594,714757,43P,2024-09-12,12/09/2024,08:34,Gaur,9,Sighting,Tea Plantation,NA,Going into the selaliparai 1 fragment
9bbd73a3-061e-42e4-98f8-eee1f6f6531f,2024-09-10T13:03:30.000Z,2024-09-13T04:46:39.000Z,Srinivasan Kasinathan,10/09/2024 Nilgiri Tahr Sighting,10.448674,76.984308,4,1155702,717207,43P,2024-09-10,10/09/2024,18:28,Nilgiri Tahr,2,Sighting,Human settlement/habitation,NA,NA
c3a30312-e94c-47c4-9fe7-cc6121ed06d3,2024-09-09T12:10:11.000Z,2024-09-13T04:46:37.000Z,Srinivasan Kasinathan,09/09/2024 Sambar Sighting,NA,NA,NA,NA,NA,NA,2024-09-09,09/09/2024,17:35,Sambar,1,Sighting,Tea Plantation,NA,NA
be2e4ed5-3558-4e76-a402-10b9433a6914,2024-09-09T11:43:59.000Z,2024-09-13T04:46:35.000Z,Srinivasan Kasinathan,09/09/2024 Nilgiri Langur Sighting,10.349174,76.934735,8,1144661,711845,43P,2024-09-09,09/09/2024,17:12,Nilgiri Langur,5,Sighting,Coffee plantation,NA,NA
6f916cf9-77ed-4867-9f1c-a5795405a10e,2024-09-09T02:34:00.000Z,2024-09-13T04:46:32.000Z,Srinivasan Kasinathan,09/09/2024 Nilgiri Langur Sighting,10.301997,76.882783,4,1139408,706186,43P,2024-09-09,09/09/2024,08:03,Nilgiri Langur,1,Sighting,Human settlement/habitation,NA,NA
7f5b4382-c461-4b19-8b62-59493e676363,2024-09-07T12:50:44.000Z,2024-09-13T04:46:30.000Z,Srinivasan Kasinathan,07/09/2024 Gaur Sighting,10.346348,76.972841,4,1144374,716021,43P,2024-09-07,07/09/2024,18:20,Gaur,31,Sighting,Tea Plantation,NA,NA
9347643f-b8e4-4480-bd3e-1431a4b7701f,2024-09-07T06:00:13.000Z,2024-09-07T06:00:28.000Z,Ganesh Raghunathan,"06/09/2024 Lion-tailed Macaque Electrocution, Death",10.339448,76.965562,4,1143606,715229,43P,2024-09-06,06/09/2024,09:30,Lion-tailed Macaque,1,"Electrocution, Death",Human settlement/habitation,9347643f-b8e4-4480-bd3e-1431a4b7701f_1725688809.jpg,Adult female
398d2f90-89d2-4d01-8e97-ce6a52b69a59,2024-09-07T00:58:06.000Z,2024-09-13T04:46:28.000Z,Srinivasan Kasinathan,07/09/2024 Jungle-striped Squirrel Sighting,10.308324,76.851166,3,1140088,702718,43P,2024-09-07,07/09/2024,06:27,Jungle-striped Squirrel,2,Sighting,Tea Plantation,NA,NA
722a1685-33fa-4dc4-aabb-607adfc18802,2024-09-07T00:57:25.000Z,2024-09-13T04:46:26.000Z,Srinivasan Kasinathan,07/09/2024 Barking Deer Sighting,10.308323,76.851147,3,1140088,702716,43P,2024-09-07,07/09/2024,06:26,Barking Deer,1,Sighting,Tea Plantation,NA,NA
64270d38-ebe5-4d5e-ac65-37dad6c5dbab,2024-09-06T15:19:07.000Z,2024-09-13T04:46:23.000Z,Srinivasan Kasinathan,06/09/2024 Black-Naped Hare Sighting,10.313279,76.857501,4,1140640,703409,43P,2024-09-06,06/09/2024,20:48,Black-Naped Hare,2,Sighting,Tea Plantation,NA,NA
f38d2e5f-7461-40d7-8cae-b547863fc68e,2024-09-06T14:26:52.000Z,2024-09-08T11:05:14.000Z,Divya Mudappa,06/09/2024 Sambar Sign-vocalisation,10.330268,76.959988,12,1142586,714624,43P,2024-09-06,06/09/2024,19:56,Sambar,1,Sign-vocalisation,Tea Plantation,NA,Heard from home
385140bb-ffe0-487a-a163-4ec56a09e732,2024-09-06T05:40:16.000Z,2024-10-04T03:16:20.000Z,A. Sathish Kumar,06/09/2024 Nilgiri Langur Sighting,10.286576,77.005283,13,1137784,719616,43P,2024-09-06,06/09/2024,11:07,Nilgiri Langur,9,Sighting,Rainforest,385140bb-ffe0-487a-a163-4ec56a09e732_1725601168.jpg,Riverside
8f09398e-6633-456c-abfb-4a697b723fc7,2024-09-06T05:00:26.000Z,2024-09-06T14:11:12.000Z,Srinivasan Kasinathan,06/09/2024 Nilgiri Langur Sighting,10.303081,76.841214,8,1139502,701631,43P,2024-09-06,06/09/2024,10:30,Nilgiri Langur,3,Sighting,Rainforest fragment,NA,NA
7a164221-9d05-4af6-ad74-4c4ff6e2d586,2024-09-05T05:47:55.000Z,2024-09-08T11:05:12.000Z,Divya Mudappa,05/09/2024 Nilgiri Langur Sighting,10.337823,76.936381,4,1143406,712033,43P,2024-09-05,05/09/2024,11:17,Nilgiri Langur,3,Sighting,Rainforest fragment,NA,Selaliparai 1
f4530412-41fc-4d35-a486-7a2ad029ea37,2024-09-05T04:02:50.000Z,2024-09-08T11:05:11.000Z,Divya Mudappa,05/09/2024 Bonnet Macaque Sighting,10.341465,76.933475,6,1143807,711713,43P,2024-09-05,05/09/2024,09:32,Bonnet Macaque,32,Sighting,Tea Plantation,NA,NA
2a869752-e2a2-41a5-a56c-c04e350fed83,2024-09-05T02:44:35.000Z,2024-10-04T12:39:51.000Z,Sonia K. B.,05/09/2024 Gaur Sighting,10.309979,76.856069,7,1140274,703254,43P,2024-09-05,05/09/2024,08:13,Gaur,1,Sighting,Tea Plantation,NA,NA
52245049-f851-4550-9450-516d1d1fcc47,2024-09-01T03:28:33.000Z,2024-09-01T03:29:43.000Z,Divya Mudappa,31/08/2024 Sambar Sign-vocalisation,10.330113,76.960019,14,1142569,714628,43P,2024-08-31,31/08/2024,03:45,Sambar,1,Sign-vocalisation,Tea Plantation,NA,NA
1b875352-2722-4926-b46d-c1b5b47252d6,2024-09-01T03:27:06.000Z,2024-09-01T03:29:41.000Z,Divya Mudappa,29/08/2024 Brown Mongoose Sighting,10.330267,76.959987,12,1142586,714624,43P,2024-08-29,29/08/2024,08:55,Brown Mongoose,1,Sighting,Human settlement/habitation,NA,NA
378870cf-d0a5-4d4e-92a7-ab585223b9d1,2024-08-31T17:52:45.000Z,2024-09-01T02:09:50.000Z,Srinivasan Kasinathan,31/08/2024 Sambar Sighting,10.363391,76.977108,4,1146262,716477,43P,2024-08-31,31/08/2024,23:22,Sambar,1,Sighting,Tea Plantation,NA,NA
293e4ee4-edf4-4513-9d00-9a0a35266413,2024-08-31T17:31:36.000Z,2024-09-01T02:09:48.000Z,Srinivasan Kasinathan,31/08/2024 Black-Naped Hare Sighting,10.352383,76.977286,4,1145045,716504,43P,2024-08-31,31/08/2024,23:00,Black-Naped Hare,2,Sighting,Tea Plantation,NA,NA
f51d1e42-acdf-45c0-9faa-24037e718bab,2024-08-31T17:21:29.000Z,2024-09-01T02:09:46.000Z,Srinivasan Kasinathan,31/08/2024 Sambar Sighting,10.347373,76.977059,4,1144490,716483,43P,2024-08-31,31/08/2024,22:51,Sambar,2,Sighting,Tea Plantation,NA,NA
e9221b1a-083c-4b08-859a-c4349dda47d1,2024-08-31T03:54:50.000Z,2024-09-01T02:09:44.000Z,Srinivasan Kasinathan,31/08/2024 Dhole Sighting,10.324426,76.946324,4,1141931,713132,43P,2024-08-31,31/08/2024,09:24,Dhole,1,Sighting,Tea Plantation,NA,NA
8e14569b-b466-4736-9dfa-bba71e686dea,2024-08-28T07:09:14.000Z,2024-09-01T02:09:42.000Z,Srinivasan Kasinathan,28/08/2024 Gaur Sighting,10.30792,76.961243,4,1140115,714777,43P,2024-08-28,28/08/2024,12:38,Gaur,10,Sighting,Tea Plantation,NA,NA
1e016b8f-f01a-42d4-9d2f-0557f4609f97,2024-08-24T12:02:59.000Z,2024-08-27T03:08:52.000Z,Srinivasan Kasinathan,24/08/2024 Barking Deer Sighting,10.348282,76.972813,4,1144588,716017,43P,2024-08-24,24/08/2024,17:31,Barking Deer,1,Sighting,Tea Plantation,NA,NA
04f04ced-9469-4825-80ad-cf92d0f5b400,2024-08-24T04:22:54.000Z,2024-08-27T03:08:49.000Z,Srinivasan Kasinathan,23/08/2024 Lion-tailed Macaque Roadkill,10.340608,76.967099,4,1143735,715396,43P,2024-08-23,23/08/2024,14:00,Lion-tailed Macaque,1,Roadkill,Other,NA,Road
7f204709-f8e0-45bc-b3c3-2f34cfc208c1,2024-08-23T12:39:27.000Z,2024-08-23T14:36:57.000Z,T R Shankar Raman,23/08/2024 Gaur Sighting,10.299547,76.826428,32,1139101,700014,43P,2024-08-23,23/08/2024,18:08,Gaur,7,Sighting,Rainforest,7f204709-f8e0-45bc-b3c3-2f34cfc208c1_1724423765.jpg,NA
5fce40eb-dd9f-477e-88d1-dbdc6cb0d971,2024-08-23T12:39:02.000Z,2024-08-27T03:08:46.000Z,Srinivasan Kasinathan,23/08/2024 Gaur Sighting,10.29896,76.82616,6,1139036,699985,43P,2024-08-23,23/08/2024,18:08,Gaur,7,Sighting,Rainforest,NA,NA
3a7346ba-7298-4a5e-b36a-5da14e5d6a82,2024-08-23T12:18:27.000Z,2024-08-23T14:36:55.000Z,T R Shankar Raman,23/08/2024 Lion-tailed Macaque Sighting,10.303293,76.758907,16,1139474,692615,43P,2024-08-23,23/08/2024,17:47,Lion-tailed Macaque,3,Sighting,Rainforest,NA,NA
08890ba9-9078-47fa-8ac9-57811e8c1522,2024-08-23T10:13:52.000Z,2024-09-01T03:29:39.000Z,Divya Mudappa,23/08/2024 Sambar Sighting,10.288369,76.567099,5,1137715,671613,43P,2024-08-23,23/08/2024,15:43,Sambar,3,Sighting,Human settlement/habitation,NA,NA
0f0d0c88-3f5a-4da7-89b2-dcf2b43e6088,2024-08-23T10:13:12.000Z,2024-09-01T03:29:37.000Z,Divya Mudappa,23/08/2024 Bonnet Macaque Sighting,10.288268,76.567084,6,1137703,671612,43P,2024-08-23,23/08/2024,15:42,Bonnet Macaque,8,Sighting,Human settlement/habitation,0f0d0c88-3f5a-4da7-89b2-dcf2b43e6088_1724407988.jpg,NA
f0113e4d-e58a-4e3d-bf7b-2ca5324aadbe,2024-08-23T08:51:13.000Z,2024-08-23T14:36:53.000Z,T R Shankar Raman,23/08/2024 Bonnet Macaque Sighting,10.30369,76.597774,16,1139426,674965,43P,2024-08-23,23/08/2024,14:20,Bonnet Macaque,1,Sighting,Dry or mixed forest,NA,NA
ce5aad44-58d8-4f3d-a721-5038696c9bb5,2024-08-23T08:47:42.000Z,2024-08-23T14:36:46.000Z,T R Shankar Raman,23/08/2024 Bonnet Macaque Sighting,10.300436,76.612619,21,1139074,676593,43P,2024-08-23,23/08/2024,14:17,Bonnet Macaque,2,Sighting,Dry or mixed forest,NA,NA
e364d456-b576-448e-9fc1-472bb6138494,2024-08-23T08:45:41.000Z,2024-08-23T14:36:43.000Z,T R Shankar Raman,23/08/2024 Malabar Giant Squirrel Sighting,10.306122,76.61885,9,1139706,677272,43P,2024-08-23,23/08/2024,14:15,Malabar Giant Squirrel,1,Sighting,Dry or mixed forest,NA,NA
3ad6a32e-d4fa-40f6-b2ce-572ddbbaa1cd,2024-08-23T08:26:12.000Z,2024-08-23T14:36:39.000Z,T R Shankar Raman,23/08/2024 Nilgiri Langur Sighting,10.29243,76.670477,6,1138221,682935,43P,2024-08-23,23/08/2024,13:55,Nilgiri Langur,15,Sighting,Dry or mixed forest,NA,NA
072e2ce5-0025-4ea1-b016-bd8b78b12044,2024-08-23T08:25:41.000Z,2024-08-23T14:36:41.000Z,T R Shankar Raman,23/08/2024 Malabar Giant Squirrel Sighting,10.29593,76.673064,4,1138610,683216,43P,2024-08-23,23/08/2024,13:55,Malabar Giant Squirrel,2,Sighting,Dry or mixed forest,NA,NA
8d28b012-3dd5-44a0-9548-f1d324695f25,2024-08-23T08:24:19.000Z,2024-08-23T14:36:37.000Z,T R Shankar Raman,23/08/2024 Elephant Sighting,10.29593,76.673064,9,1138610,683216,43P,2024-08-23,23/08/2024,13:53,Elephant,7,Sighting,Dry or mixed forest,NA,NA
8e8f312f-0cd2-4bdd-adf9-e587a24ef526,2024-08-23T07:44:47.000Z,2024-08-23T14:36:35.000Z,T R Shankar Raman,23/08/2024 Nilgiri Langur Sighting,10.312199,76.715855,20,1140434,687894,43P,2024-08-23,23/08/2024,13:14,Nilgiri Langur,2,Sighting,Rainforest,NA,NA
cb70ad90-e7d7-4535-b4e5-caf2b7f32b9a,2024-08-23T07:43:31.000Z,2024-08-23T14:36:32.000Z,T R Shankar Raman,23/08/2024 Nilgiri Langur Sighting,10.310619,76.720727,47,1140262,688428,43P,2024-08-23,23/08/2024,13:12,Nilgiri Langur,3,Sighting,Rainforest,NA,NA
67831044-218e-46d3-9483-45179f9b0f3a,2024-08-23T07:40:59.000Z,2024-08-23T14:36:30.000Z,T R Shankar Raman,23/08/2024 Nilgiri Langur Sighting,10.308943,76.722065,16,1140077,688576,43P,2024-08-23,23/08/2024,13:10,Nilgiri Langur,1,Sighting,Rainforest,NA,NA
c28fe34b-de65-44c4-bb28-238888d412df,2024-08-23T07:39:23.000Z,2024-08-23T14:36:28.000Z,T R Shankar Raman,23/08/2024 Nilgiri Langur Sighting,10.309945,76.725023,32,1140190,688899,43P,2024-08-23,23/08/2024,13:08,Nilgiri Langur,1,Sighting,Rainforest,NA,NA
a34c3b2a-f347-4eb4-acca-1806c77668b0,2024-08-23T06:14:13.000Z,2024-08-23T14:36:26.000Z,T R Shankar Raman,23/08/2024 Nilgiri Langur Sighting,10.293319,76.803689,11,1138398,697527,43P,2024-08-23,23/08/2024,11:43,Nilgiri Langur,2,Sighting,Rainforest,NA,NA
3074b1da-fd38-46f0-bd45-182951e0dde4,2024-08-23T06:05:01.000Z,2024-08-23T14:36:24.000Z,T R Shankar Raman,23/08/2024 Bonnet Macaque Sighting,10.289543,76.809978,36,1137985,698218,43P,2024-08-23,23/08/2024,11:33,Bonnet Macaque,5,Sighting,Rainforest,NA,NA
4d511045-fcff-4372-a9ca-176637bb1ca0,2024-08-23T05:29:01.000Z,2024-08-23T14:36:21.000Z,T R Shankar Raman,23/08/2024 Malabar Giant Squirrel Sighting,10.300582,76.825841,13,1139216,699949,43P,2024-08-23,23/08/2024,10:57,Malabar Giant Squirrel,1,Sighting,Rainforest,NA,NA
663b39f7-4031-4d66-a228-5ffb84052dec,2024-08-23T05:04:35.000Z,2024-08-23T14:36:19.000Z,T R Shankar Raman,23/08/2024 Nilgiri Langur Sighting,10.298773,76.834436,14,1139021,700891,43P,2024-08-23,23/08/2024,10:34,Nilgiri Langur,1,Sighting,Rainforest,NA,NA
0b979642-63ed-44c0-b6e5-d1226f57be9e,2024-08-23T05:01:46.000Z,2024-08-23T09:08:03.000Z,T R Shankar Raman,23/08/2024 Malabar Giant Squirrel Sighting,10.298559,76.837612,13,1138999,701239,43P,2024-08-23,23/08/2024,10:30,Malabar Giant Squirrel,2,Sighting,Rainforest,NA,One eating/gnawing at Turpinia malabarica fruit
fc67926f-fdd2-49c1-b755-3ee15d1d7d41,2024-08-23T04:49:51.000Z,2024-08-23T09:08:00.000Z,T R Shankar Raman,23/08/2024 Lion-tailed Macaque Sighting,10.294944,76.841165,11,1138601,701631,43P,2024-08-23,23/08/2024,10:19,Lion-tailed Macaque,4,Sighting,Rainforest,NA,NA
259ae0d4-2c4a-46ab-905e-3bd3271a31f7,2024-08-23T04:33:37.000Z,2024-08-27T03:08:43.000Z,Srinivasan Kasinathan,23/08/2024 Nilgiri Langur Sighting,10.283296,76.846329,7,1137316,702204,43P,2024-08-23,23/08/2024,10:02,Nilgiri Langur,4,Sighting,Rainforest,NA,NA
9c2c8fb4-a678-429c-ab4c-3f4f6c4e84c7,2024-08-23T04:17:31.000Z,2024-08-27T03:08:40.000Z,Srinivasan Kasinathan,23/08/2024 Malabar Giant Squirrel Sighting,10.282501,76.846725,4,1137229,702248,43P,2024-08-23,23/08/2024,09:47,Malabar Giant Squirrel,1,Sighting,Rainforest,NA,NA
0445c576-088a-4090-99ed-1b9253819cc7,2024-08-23T04:16:52.000Z,2024-08-23T09:07:56.000Z,T R Shankar Raman,23/08/2024 Malabar Giant Squirrel Sighting,10.282408,76.846717,15,1137218,702247,43P,2024-08-23,23/08/2024,09:46,Malabar Giant Squirrel,1,Sighting,Coffee plantation,NA,NA
e472cdab-19e4-4cfd-b93e-b31084b57e23,2024-08-23T04:12:44.000Z,2024-08-23T09:07:53.000Z,T R Shankar Raman,23/08/2024 Nilgiri Langur Sighting,10.279649,76.850901,8,1136916,702707,43P,2024-08-23,23/08/2024,09:41,Nilgiri Langur,1,Sighting,Coffee plantation,NA,Malakkapara
7119896d-57c9-4de8-937d-feb36ff19288,2024-08-23T03:28:46.000Z,2024-09-01T03:29:34.000Z,Divya Mudappa,23/08/2024 Jungle-striped Squirrel Roadkill,10.323103,76.89779,4,1141753,707816,43P,2024-08-23,23/08/2024,08:58,Jungle-striped Squirrel,1,Roadkill,Tea Plantation,NA,NA
71abd891-8f16-48d0-885d-036d89f2738b,2024-08-23T02:19:31.000Z,2024-09-01T03:29:32.000Z,Divya Mudappa,23/08/2024 Lion-tailed Macaque Sighting,10.328185,76.955789,7,1142353,714166,43P,2024-08-23,23/08/2024,07:48,Lion-tailed Macaque,3,Sighting,Human settlement/habitation,NA,In the town
e3013f7e-8116-4e87-b6d8-77735cfa3c56,2024-08-22T07:31:17.000Z,2024-08-27T03:08:35.000Z,Srinivasan Kasinathan,22/08/2024 Nilgiri Tahr Sighting,10.449484,76.983087,4,1155791,717072,43P,2024-08-22,22/08/2024,13:00,Nilgiri Tahr,6,Sighting,Rainforest,NA,NA
be2eb6ad-3632-4eaa-8a15-076916c94907,2024-08-20T03:09:59.000Z,2024-08-27T03:08:33.000Z,Srinivasan Kasinathan,20/08/2024 Stripe-necked Mongoose Sighting,10.358995,76.956527,4,1145762,714226,43P,2024-08-20,20/08/2024,08:39,Stripe-necked Mongoose,1,Sighting,Tea Plantation,NA,NA
45395d67-d4fa-41b4-b80f-f63d8301d31b,2024-08-20T03:07:17.000Z,2024-08-27T03:08:30.000Z,Srinivasan Kasinathan,20/08/2024 Gaur Sighting,10.35845,76.968865,4,1145710,715578,43P,2024-08-20,20/08/2024,08:37,Gaur,1,Sighting,Tea Plantation,NA,NA
0a3e03c2-7f60-451a-a7a0-9c73f5cbeda7,2024-08-20T02:59:04.000Z,2024-08-20T02:59:11.000Z,Ganesh Raghunathan,20/08/2024 Stripe-necked Mongoose Sighting,10.363614,76.976577,4,1146287,716419,43P,2024-08-20,20/08/2024,07:10,Stripe-necked Mongoose,2,Sighting,Tea Plantation,NA,NA
4eb5302c-829c-4bca-965c-20c757cd5f18,2024-08-20T02:53:25.000Z,2024-09-01T03:29:30.000Z,Divya Mudappa,20/08/2024 Lion-tailed Macaque Sighting,10.330268,76.959987,12,1142586,714624,43P,2024-08-20,20/08/2024,08:22,Lion-tailed Macaque,1,Sighting,Human settlement/habitation,NA,NA
77a206d5-067a-46e3-be1c-de6608a32a68,2024-08-19T13:22:36.000Z,2024-08-27T03:08:28.000Z,Srinivasan Kasinathan,19/08/2024 Wild pig Sighting,10.362727,76.978917,4,1146190,716676,43P,2024-08-19,19/08/2024,18:51,Wild pig,1,Sighting,Human settlement/habitation,NA,NA
d3ef278e-ddbc-4099-a915-328e36942125,2024-08-19T07:10:16.000Z,2024-08-19T07:41:28.000Z,Divya Mudappa,19/08/2024 Gaur Sighting,10.356659,76.95258,4,1145501,713795,43P,2024-08-19,19/08/2024,12:39,Gaur,30,Sighting,Swamp or riverine,NA,Also in tea. May be large.
db41deed-799a-46fa-a733-4f420d920af7,2024-08-19T07:05:34.000Z,2024-08-19T07:41:26.000Z,Divya Mudappa,19/08/2024 Bonnet Macaque Sighting,10.35246,76.941009,9,1145029,712530,43P,2024-08-19,19/08/2024,12:35,Bonnet Macaque,13,Sighting,Human settlement/habitation,NA,NA
be4d5201-9c7b-4f85-ab7b-f0196a9fcfbb,2024-08-19T06:54:09.000Z,2024-08-19T07:41:23.000Z,Divya Mudappa,19/08/2024 Malabar Giant Squirrel Sighting,10.361407,76.938303,15,1146017,712228,43P,2024-08-19,19/08/2024,12:23,Malabar Giant Squirrel,2,Sighting,Swamp or riverine,NA,NA
7db8cfc4-363c-4d13-95ff-2c454a5e090a,2024-08-19T06:47:15.000Z,2024-08-19T07:41:21.000Z,Divya Mudappa,19/08/2024 Jungle-striped Squirrel Sighting,10.373165,76.945792,4,1147322,713040,43P,2024-08-19,19/08/2024,12:16,Jungle-striped Squirrel,1,Sighting,Rainforest fragment,NA,NA
fe282335-f1d8-46e8-a57b-c12fbfb0c87a,2024-08-19T05:55:12.000Z,2024-08-19T07:41:20.000Z,Divya Mudappa,19/08/2024 Gaur Sighting,10.365841,76.944128,11,1146511,712863,43P,2024-08-19,19/08/2024,11:24,Gaur,8,Sighting,Coffee plantation,NA,NA
bb37ce3e-bc25-4587-b1b7-795d1fad2b53,2024-08-17T11:55:25.000Z,2024-08-27T03:08:26.000Z,Srinivasan Kasinathan,17/08/2024 Brown Mongoose Sighting,10.390631,76.979538,4,1149277,716724,43P,2024-08-17,17/08/2024,17:25,Brown Mongoose,1,Sighting,Tea Plantation,NA,NA
0c7fbc65-2b05-436c-91a1-d9f241f57bb4,2024-08-17T11:17:12.000Z,2024-08-27T03:08:24.000Z,Srinivasan Kasinathan,17/08/2024 Gaur Sighting,10.357826,76.953458,4,1145631,713890,43P,2024-08-17,17/08/2024,16:45,Gaur,1,Sighting,Other,NA,Grass landAnamalai club
a2641994-a042-4d9f-b3a4-b1567db71f71,2024-08-17T05:38:23.000Z,2024-08-17T05:59:08.000Z,Divya Mudappa,17/08/2024 Barking Deer Sighting,10.344342,76.971205,44,1144151,715843,43P,2024-08-17,17/08/2024,11:07,Barking Deer,1,Sighting,Rainforest fragment,NA,Female
9dd4adca-593c-4a70-b67b-fb39066fa4da,2024-08-17T04:27:47.000Z,2024-08-17T05:59:06.000Z,Divya Mudappa,17/08/2024 Bonnet Macaque Sighting,10.356421,76.935149,6,1145463,711886,43P,2024-08-17,17/08/2024,09:57,Bonnet Macaque,22,Sighting,Human settlement/habitation,NA,NA
f95089a2-8195-4c8c-94ac-40923f5bc7fb,2024-08-17T03:54:15.000Z,2024-08-17T05:59:04.000Z,Divya Mudappa,17/08/2024 Barking Deer Sighting,10.349107,76.934222,39,1144653,711789,43P,2024-08-17,17/08/2024,09:23,Barking Deer,1,Sighting,Coffee plantation,NA,NA
fc811865-b035-400e-ada2-7363b0713427,2024-08-17T03:34:52.000Z,2024-08-17T05:59:01.000Z,Divya Mudappa,17/08/2024 Malabar Giant Squirrel Sign-vocalisation,10.349647,76.935069,5,1144714,711882,43P,2024-08-17,17/08/2024,09:03,Malabar Giant Squirrel,2,Sign-vocalisation,Rainforest fragment,NA,NA
1bc41d16-73cd-4736-862a-0ebe4be0f03e,2024-08-17T03:33:52.000Z,2024-08-17T05:58:59.000Z,Divya Mudappa,17/08/2024 Nilgiri Langur Sighting,10.349632,76.935089,9,1144712,711884,43P,2024-08-17,17/08/2024,09:03,Nilgiri Langur,7,Sighting,Rainforest fragment,NA,Also on coffee
2a49f5e7-abeb-4178-9e58-c32c6733caf0,2024-08-16T10:15:37.000Z,2024-08-27T03:08:22.000Z,Srinivasan Kasinathan,16/08/2024 Bat Sighting,10.366359,76.985237,4,1146596,717365,43P,2024-08-16,16/08/2024,15:45,Bat,1,Sighting,Human settlement/habitation,NA,NA
4d3f9de7-1047-4741-b8b8-4dcf9af6feec,2024-08-16T09:42:11.000Z,2024-08-27T03:08:20.000Z,Srinivasan Kasinathan,16/08/2024 Gaur Sighting,10.344973,76.969925,10,1144220,715703,43P,2024-08-16,16/08/2024,15:09,Gaur,1,Sighting,Rainforest fragment,NA,NA
c35d603c-df4e-4579-99b4-b5c3ee743b13,2024-08-15T01:34:24.000Z,2024-08-15T04:56:12.000Z,T R Shankar Raman,15/08/2024 Sambar Sign-vocalisation,10.330227,76.959987,20,1142582,714624,43P,2024-08-15,15/08/2024,07:03,Sambar,1,Sign-vocalisation,Tea Plantation,NA,Alarm call
29a1bb7c-b37f-4045-b98f-de69aebf75db,2024-08-14T08:10:06.000Z,2024-08-27T03:08:17.000Z,Srinivasan Kasinathan,14/08/2024 Gaur Sighting,10.354698,76.972543,10,1145298,715983,43P,2024-08-14,14/08/2024,13:39,Gaur,11,Sighting,Tea Plantation,NA,NA
1561bd29-6ab1-420b-bed6-20d14c608fab,2024-08-13T08:47:39.000Z,2024-08-27T03:08:15.000Z,Srinivasan Kasinathan,13/08/2024 Nilgiri Langur Sighting,10.345289,76.902484,10,1144210,708315,43P,2024-08-13,13/08/2024,14:17,Nilgiri Langur,2,Sighting,Rainforest,NA,NA
cff3ff8d-0eea-41a7-86db-d1314bde7e0b,2024-08-13T07:10:09.000Z,2024-08-17T05:58:57.000Z,Divya Mudappa,13/08/2024 Bonnet Macaque Sighting,10.354649,76.935703,11,1145267,711948,43P,2024-08-13,13/08/2024,12:39,Bonnet Macaque,20,Sighting,Coffee plantation,NA,NA
d3779389-7a50-44fe-96c1-ff39a3660d17,2024-08-13T05:10:46.000Z,2024-08-27T03:08:13.000Z,Srinivasan Kasinathan,13/08/2024 Nilgiri Langur Sign-vocalisation,10.357858,76.889576,4,1145592,706893,43P,2024-08-13,13/08/2024,10:40,Nilgiri Langur,3,Sign-vocalisation,Rainforest,NA,NA
c1494a2b-b83d-4f01-943b-0dbc85e9edca,2024-08-13T05:05:26.000Z,2024-08-27T03:08:11.000Z,Srinivasan Kasinathan,13/08/2024 Malabar Giant Squirrel Sign-vocalisation,10.357923,76.889678,5,1145599,706904,43P,2024-08-13,13/08/2024,10:34,Malabar Giant Squirrel,1,Sign-vocalisation,Rainforest,NA,NA
999102c9-a8b8-4483-bcbb-8d1e8c881d8e,2024-08-12T13:29:53.000Z,2024-10-04T03:16:18.000Z,A. Sathish Kumar,12/08/2024 Brown Mongoose Sighting,10.313903,76.956193,9,1140773,714220,43P,2024-08-12,12/08/2024,18:57,Brown Mongoose,1,Sighting,Tea Plantation,NA,Crossing road
