Stratum,Replicate,SurveyID,Point,Time,BirdMamm,Habitat,Species,Number,Distance,HSF,Remarks
E_Rainforest,3,RF1,3,07:04,Bird,RF,Greenish Warbler,1,0,H,Exiting plot
E_Rainforest,3,RF1,3,07:04,Bird,RF,Large-billed Leaf Warbler,1,0,H,Exiting plot
E_Rainforest,4,RF1,4,07:12,Bird,RF,Greenish Warbler,1,0,H,Entering plot. Noise from temple
E_Rainforest,4,RF1,4,07:12,Bird,RF,Crimson-backed Sunbird,2,0,H,Singing
E_Rainforest,4,RF1,4,07:12,Bird,RF,Oriental White-Eye,3,5,H,
E_Rainforest,4,RF1,4,07:12,Bird,OC,Red-whiskered Bulbul,2,10,S,
E_Rainforest,4,RF1,4,07:12,Bird,OC,Blyth's Reed-Warbler,1,5,H,
E_Rainforest,4,RF1,4,07:12,Bird,OC,Blyth's Reed-Warbler,1,10,H,
E_Rainforest,4,RF1,4,07:12,Bird,RF,Southern Hill Myna,1,30,H,
E_Rainforest,4,RF1,4,07:12,Bird,RF,Yellow-browed Bulbul,2,20,H,
E_Rainforest,4,RF1,4,07:12,Bird,RF,Indian Scimitar-Babbler,1,5,S,
E_Rainforest,4,RF1,4,07:12,Bird,RF,Greenish Warbler,1,10,H,
E_Rainforest,4,RF1,4,07:12,Bird,RF,Dark-fronted Babbler,1,10,H,
E_Rainforest,4,RF1,4,07:12,Bird,OC,Red-whiskered Bulbul,1,5,S,
E_Rainforest,4,RF1,4,07:12,Bird,RF,Crimson-backed Sunbird,2,5,S,"1 male, 1 female"
E_Rainforest,5,RF1,5,07:20,Bird,OC,Blyth's Reed-Warbler,1,10,H,Entering plot
E_Rainforest,5,RF1,5,07:20,Bird,OC,Blyth's Reed-Warbler,1,10,H,Entering plot
E_Rainforest,5,RF1,5,07:20,Bird,RF,Mountain Imperial-Pigeon,1,50,H,
E_Rainforest,5,RF1,5,07:20,Bird,RF,Crimson-backed Sunbird,1,10,H,
E_Rainforest,5,RF1,5,07:20,Bird,RF,Large-billed Leaf Warbler,1,10,H,
E_Rainforest,5,RF1,5,07:20,Bird,NA,Unidentified,1,20,F,"Black-and-rufous Flycatcher? Unconfirmed. Only song heard: 3-note ""tee too tweee"""
E_Rainforest,5,RF1,5,07:20,Bird,RF,Puff-throated Babbler,2,5,H,Duetting
E_Rainforest,5,RF1,5,07:20,Bird,RF,Greenish Warbler,1,10,H,
E_Rainforest,5,RF1,5,07:20,Bird,RF,Gray Junglefowl,1,15,H,
E_Rainforest,5,RF1,5,07:20,Bird,OC,Blyth's Reed-Warbler,1,20,H,
E_Rainforest,5,RF1,5,07:20,Bird,RF,Large-billed Leaf Warbler,1,15,H,
E_Rainforest,5,RF1,5,07:20,Bird,OC,Blyth's Reed-Warbler,2,10,H,
E_Rainforest,6,RF1,6,07:27,Bird,RF,Crimson-backed Sunbird,1,5,S,Singing
E_Rainforest,6,RF1,6,07:27,Bird,RF,Crimson-backed Sunbird,1,5,H,Singing
E_Rainforest,6,RF1,6,07:27,Bird,RF,Large-billed Leaf Warbler,1,10,H,
E_Rainforest,6,RF1,6,07:27,Bird,RF,Greenish Warbler,1,15,H,
E_Rainforest,6,RF1,6,07:27,Bird,RF,Oriental White-Eye,2,5,S,
E_Rainforest,6,RF1,6,07:27,Bird,RF,Greenish Warbler,1,0,H,
E_Rainforest,6,RF1,6,07:27,Bird,RF,Yellow-browed Bulbul,1,20,S,
E_Rainforest,6,RF1,6,07:27,Bird,RF,Yellow-browed Bulbul,1,10,S,
E_Rainforest,6,RF1,6,07:27,Bird,RF,Yellow-browed Bulbul,1,15,H,
E_Rainforest,6,RF1,6,07:27,Bird,RF,Yellow-browed Bulbul,1,0,S,
E_Rainforest,6,RF1,6,07:27,Bird,RF,Nilgiri Flycatcher,1,20,H,Exiting plot
E_Rainforest,6,RF1,6,07:27,Bird,RF,Puff-throated Babbler,1,15,H,Exiting plot
E_Rainforest,7,RF1,7,07:35,Bird,RF,Large-billed Leaf Warbler,1,10,H,Entering plot
E_Rainforest,7,RF1,7,07:35,Bird,RF,Oriental White-Eye,2,10,H,Entering plot
E_Rainforest,7,RF1,7,07:35,Bird,RF,Large-billed Leaf Warbler,1,15,H,
E_Rainforest,7,RF1,7,07:35,Bird,RF,Greenish Warbler,1,15,S,
E_Rainforest,7,RF1,7,07:35,Bird,RF,Mountain Imperial-Pigeon,1,50,H,
E_Rainforest,7,RF1,7,07:35,Bird,NA,Unidentified,1,15,H,Woodpecker species. Heard drumming
E_Rainforest,7,RF1,7,07:35,Bird,RF,Mountain Imperial-Pigeon,1,15,S,
E_Rainforest,7,RF1,7,07:35,Bird,RF,Large-billed Leaf Warbler,1,10,H,
E_Rainforest,7,RF1,7,07:35,Bird,RF,Crimson-backed Sunbird,1,10,H,
E_Rainforest,7,RF1,7,07:35,Bird,RF,White-cheeked Barbet,1,20,H,
E_Rainforest,7,RF1,7,07:35,Bird,RF,Indian Scimitar-Babbler,1,15,H,Exiting plot
E_Rainforest,7,RF1,7,07:35,Bird,RF,Malabar Whistling-Thrush,1,20,H,Exiting plot
E_Rainforest,7,RF1,7,07:35,Mammal,NA,NILGIRI LANGUR,2,5,S,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Velvet-fronted Nuthatch,3,5,H,Entering plot
E_Rainforest,8,RF1,8,07:45,Bird,RF,Large-billed Leaf Warbler,1,10,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Large-billed Leaf Warbler,1,0,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Oriental White-Eye,2,10,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Greenish Warbler,1,10,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Speckled Piculet,1,15,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Nilgiri Flowerpecker,1,10,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Crimson-backed Sunbird,2,10,H,Singing
E_Rainforest,8,RF1,8,07:45,Bird,RF,Yellow-browed Bulbul,3,15,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Yellow-browed Bulbul,1,20,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Large-billed Leaf Warbler,1,15,H,
E_Rainforest,8,RF1,8,07:45,Bird,OC,Blyth's Reed-Warbler,1,5,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Gray-headed Canary-Flycatcher,1,15,H,
E_Rainforest,8,RF1,8,07:45,Bird,RF,Nilgiri Flowerpecker,1,10,H,Exiting plot
E_Rainforest,8,RF1,8,07:45,Bird,RF,Crimson-backed Sunbird,1,10,H,Singing. Exiting plot
E_Rainforest,8,RF1,8,07:45,Mammal,NA,NILGIRI LANGUR,4,10,S,
E_Rainforest,9,RF1,9,07:53,Mammal,NA,NILGIRI LANGUR,2,10,S,Noise from temple
E_Rainforest,9,RF1,9,07:53,Bird,RF,Black-and-rufous Flycatcher,1,10,H,Singing
E_Rainforest,9,RF1,9,07:53,Bird,OC,Blyth's Reed-Warbler,1,10,H,
E_Rainforest,9,RF1,9,07:53,Bird,RF,Oriental White-Eye,3,10,H,
E_Rainforest,9,RF1,9,07:53,Bird,RF,Puff-throated Babbler,1,30,H,Singing
E_Rainforest,9,RF1,9,07:53,Bird,RF,Greenish Warbler,1,15,H,
E_Rainforest,9,RF1,9,07:53,Bird,OC,Chestnut-headed Bee-eater,2,30,S,
E_Rainforest,9,RF1,9,07:53,Bird,RF,Yellow-browed Bulbul,1,30,H,
E_Rainforest,9,RF1,9,07:53,Bird,RF,Yellow-browed Bulbul,1,20,H,
E_Rainforest,9,RF1,9,07:53,Bird,RF,Velvet-fronted Nuthatch,1,50,H,
E_Rainforest,10,RF1,10,08:00,Mammal,NA,NILGIRI LANGUR,5,5,S,
E_Rainforest,10,RF1,10,08:00,Bird,RF,Nilgiri Flowerpecker,1,10,H,
E_Rainforest,10,RF1,10,08:00,Bird,RF,Oriental White-Eye,2,10,H,
E_Rainforest,10,RF1,10,08:00,Bird,RF,Crimson-backed Sunbird,1,15,H,
E_Rainforest,10,RF1,10,08:00,Bird,RF,Large-billed Leaf Warbler,1,10,H,
E_Rainforest,10,RF1,10,08:00,Bird,RF,Brown-cheeked Fulvetta,1,30,H,
E_Rainforest,10,RF1,10,08:00,Bird,RF,Nilgiri Flowerpecker,1,5,H,
E_Rainforest,10,RF1,10,08:00,Bird,RF,Oriental White-Eye,3,10,H,
E_Rainforest,10,RF1,10,08:00,Bird,RF,Brown-cheeked Fulvetta,3,5,S,
E_Rainforest,10,RF1,10,08:00,Bird,NA,Unidentified,1,10,F,Exiting plot. Dove / Pigeon species
E_Rainforest,10,RF1,10,08:00,Bird,OC,Blyth's Reed-Warbler,2,5,H,Exiting plot
E_Rainforest,11,RF1,11,08:10,Bird,RF,Asian Fairy-Bluebird,1,5,S,
E_Rainforest,11,RF1,11,08:10,Bird,RF,Velvet-fronted Nuthatch,3,10,H,Entering plot
E_Rainforest,11,RF1,11,08:10,Bird,RF,Large-billed Leaf Warbler,1,5,H,Entering plot
E_Rainforest,11,RF1,11,08:10,Bird,RF,Dark-fronted Babbler,2,5,S,Entering plot
E_Rainforest,11,RF1,11,08:10,Bird,RF,Nilgiri Flycatcher,4,5,S,2 pairs
E_Rainforest,11,RF1,11,08:10,Bird,RF,Yellow-browed Bulbul,2,0,S,
E_Rainforest,11,RF1,11,08:10,Bird,RF,Malabar Whistling-Thrush,1,10,H,
E_Rainforest,11,RF1,11,08:10,Bird,RF,Crimson-backed Sunbird,2,0,S,"1 male, 1 female"
E_Rainforest,11,RF1,11,08:10,Bird,RF,Oriental White-Eye,2,0,S,
E_Rainforest,11,RF1,11,08:10,Bird,RF,Asian Fairy-Bluebird,2,5,S,
E_Rainforest,11,RF1,11,08:10,Bird,RF,Brown-cheeked Fulvetta,5,5,S,
E_Rainforest,11,RF1,11,08:10,Bird,RF,Malabar Whistling-Thrush,1,10,H,
E_Rainforest,11,RF1,11,08:10,Bird,RF,Large-billed Leaf Warbler,1,10,H,
E_Rainforest,11,RF1,11,08:10,Bird,RF,Greater Flameback,2,5,S,Exiting plot
E_Rainforest,12,RF1,12,08:17,Bird,RF,Oriental White-Eye,6,5,S,Participating in mixed flock hunting-party
E_Rainforest,12,RF1,12,08:17,Bird,RF,Brown-cheeked Fulvetta,8,5,S,Participating in mixed flock hunting-party
E_Rainforest,12,RF1,12,08:17,Bird,RF,Greenish Warbler,1,10,H,Participating in mixed flock hunting-party
E_Rainforest,12,RF1,12,08:17,Bird,RF,Little Spiderhunter,1,20,H,
E_Rainforest,12,RF1,12,08:17,Bird,RF,Square-tailed Bulbul,2,15,H,
E_Rainforest,12,RF1,12,08:17,Bird,RF,Indian Scimitar-Babbler,2,15,H,Participating in mixed flock hunting-party
E_Rainforest,12,RF1,12,08:17,Bird,OC,Blyth's Reed-Warbler,1,5,H,Participating in mixed flock hunting-party
E_Rainforest,12,RF1,12,08:17,Bird,RF,Crimson-backed Sunbird,2,5,S,Participating in mixed flock hunting-party
E_Rainforest,12,RF1,12,08:17,Bird,RF,Little Spiderhunter,1,5,S,Participating in mixed flock hunting-party
E_Rainforest,12,RF1,12,08:17,Bird,OC,Red-whiskered Bulbul,2,5,S,
E_Rainforest,12,RF1,12,08:17,Bird,RF,Emerald Dove,1,10,S,
E_Rainforest,12,RF1,12,08:17,Bird,RF,Bar-winged Flycatcher-Shrike,3,5,S,Participating in mixed flock hunting-party
E_Rainforest,12,RF1,12,08:17,Bird,RF,Yellow-browed Bulbul,2,10,S,
E_Rainforest,12,RF1,12,08:17,Bird,RF,Southern Hill Myna,1,30,H,
E_Rainforest,12,RF1,12,08:17,Bird,RF,Black-throated Munia,3,20,S,
E_Rainforest,12,RF1,12,08:17,Bird,RF,Indian Tit,4,5,S,
E_Rainforest,12,RF1,12,08:17,Bird,RF,Asian Paradise-Flycatcher,1,10,S,White male
E_Rainforest,12,RF1,12,08:17,Bird,RF,Greenish Warbler,1,10,H,
E_Rainforest,12,RF1,12,08:17,Bird,NA,Unidentified,1,20,S,Raptor. Possibly Besra
E_Rainforest,12,RF1,12,08:17,Bird,RF,Large-billed Leaf Warbler,1,0,S,
E_Rainforest,13,RF1,13,08:31,Bird,RF,Nilgiri Flowerpecker,1,5,H,Entering plot
E_Rainforest,13,RF1,13,08:31,Bird,RF,Square-tailed Bulbul,2,10,H,
E_Rainforest,13,RF1,13,08:31,Bird,RF,Oriental White-Eye,4,10,H,
E_Rainforest,13,RF1,13,08:31,Mammal,NA,NILGIRI LANGUR,3,15,S,
E_Rainforest,13,RF1,13,08:31,Bird,RF,Large-billed Leaf Warbler,1,5,H,
E_Rainforest,13,RF1,13,08:31,Bird,RF,White-cheeked Barbet,1,15,H,
E_Rainforest,13,RF1,13,08:31,Bird,RF,Yellow-browed Bulbul,2,15,H,
E_Rainforest,13,RF1,13,08:31,Bird,RF,White-cheeked Barbet,1,20,H,
E_Rainforest,13,RF1,13,08:31,Bird,RF,Greenish Warbler,1,30,H,Exiting plot
E_Rainforest,14,RF1,14,08:37,Bird,RF,Gray Wagtail,1,0,S,Entering plot
E_Rainforest,14,RF1,14,08:37,Bird,RF,Gray Junglefowl,1,30,H,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Greenish Warbler,1,5,H,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Oriental White-Eye,4,10,H,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Nilgiri Flycatcher,1,30,H,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Large-billed Leaf Warbler,1,15,H,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Bar-winged Flycatcher-Shrike,1,10,H,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Gray-headed Canary-Flycatcher,1,15,H,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Indian Tit,2,30,H,
E_Rainforest,14,RF1,14,08:37,Mammal,NA,NILGIRI LANGUR,3,10,S,
E_Rainforest,14,RF1,14,08:37,Bird,OC,Blyth's Reed-Warbler,1,15,H,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Yellow-browed Bulbul,1,10,H,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Square-tailed Bulbul,2,30,S,
E_Rainforest,14,RF1,14,08:37,Bird,RF,Yellow-browed Bulbul,1,10,S,
E_Rainforest,15,RF1,15,08:45,Bird,RF,Greenish Warbler,1,10,H,
E_Rainforest,15,RF1,15,08:45,Bird,RF,Nilgiri Flycatcher,1,20,H,Entering plot
E_Rainforest,15,RF1,15,08:45,Bird,RF,Square-tailed Bulbul,1,20,H,
E_Rainforest,15,RF1,15,08:45,Bird,RF,Yellow-browed Bulbul,2,15,H,
E_Rainforest,15,RF1,15,08:45,Bird,RF,Crimson-backed Sunbird,1,20,H,
E_Rainforest,15,RF1,15,08:45,Bird,RF,Large-billed Leaf Warbler,1,15,H,
E_Rainforest,15,RF1,15,08:45,Bird,RF,Black-and-rufous Flycatcher,1,15,H,Calling
E_Rainforest,15,RF1,15,08:45,Bird,RF,Square-tailed Bulbul,1,15,H,
E_Rainforest,15,RF1,15,08:45,Bird,RF,Oriental White-Eye,3,10,H,
E_Rainforest,15,RF1,15,08:45,Bird,RF,Crimson-backed Sunbird,1,30,H,Singing
E_Rainforest,15,RF1,15,08:45,Bird,RF,Oriental White-Eye,3,15,S,
E_Rainforest,15,RF1,15,08:45,Bird,RF,Greenish Warbler,1,20,H,Exiting plot
E_Rainforest,15,RF1,15,08:45,Bird,RF,White-cheeked Barbet,1,20,H,Exiting plot
E_Rainforest,15,RF1,15,08:45,Bird,OC,Blyth's Reed-Warbler,1,5,H,Entering plot
B_Org Tea,16,OT2,1,06:43,Bird,OC,Oriental Magpie-Robin,1,15,S,
B_Org Tea,16,OT2,1,06:43,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,16,OT2,1,06:43,Bird,OC,Blyth's Reed-Warbler,1,15,H,
B_Org Tea,16,OT2,1,06:43,Bird,OC,Indian Peafowl,1,50,H,
B_Org Tea,16,OT2,1,06:43,Bird,OC,Blyth's Reed-Warbler,1,5,H,
B_Org Tea,16,OT2,1,06:43,Bird,OC,Red-whiskered Bulbul,1,30,S,
B_Org Tea,16,OT2,1,06:43,Bird,RF,Greenish Warbler,1,30,H,
B_Org Tea,16,OT2,1,06:43,Bird,OC,Red-whiskered Bulbul,1,30,H,
B_Org Tea,16,OT2,1,06:43,Bird,OC,Long-tailed Shrike,1,30,S,
B_Org Tea,16,OT2,1,06:43,Bird,OC,Long-tailed Shrike,1,30,H,
B_Org Tea,16,OT2,1,06:43,Bird,OC,Cattle Egret,35,50,F,"Flying over canopy, out of plot"
B_Org Tea,16,OT2,1,06:43,Bird,RF,Malabar Whistling-Thrush,1,50,H,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Blyth's Reed-Warbler,2,15,H,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Long-tailed Shrike,1,30,H,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Oriental Magpie-Robin,1,15,H,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Jungle Myna,3,50,S,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Blyth's Reed-Warbler,1,5,H,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Red-whiskered Bulbul,2,15,S,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Streak-throated Woodpecker,1,15,S,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Streak-throated Woodpecker,1,30,H,
B_Org Tea,17,OT2,2,06:51,Bird,OC,Large-billed Crow,2,30,F,"Flying over canopy, out of plot"
B_Org Tea,17,OT2,2,06:51,Bird,OC,Large-billed Crow,5,30,F,"Flying over canopy, out of plot"
B_Org Tea,17,OT2,2,06:51,Bird,OC,Blyth's Reed-Warbler,1,20,H,Exiting plot
B_Org Tea,18,OT2,3,06:58,Bird,OC,Black-rumped Flameback,1,50,H,Entering plot
B_Org Tea,18,OT2,3,06:58,Bird,OC,Large-billed Crow,3,30,F,"Entering plot, flying over canopy, out of plot"
B_Org Tea,18,OT2,3,06:58,Bird,OC,Jungle Myna,1,50,S,
B_Org Tea,18,OT2,3,06:58,Bird,OC,Streak-throated Woodpecker,1,30,H,
B_Org Tea,18,OT2,3,06:58,Bird,OC,Oriental Magpie-Robin,1,20,S,
B_Org Tea,18,OT2,3,06:58,Bird,OC,Large-billed Crow,1,30,F,"Flying over canopy, out of plot"
B_Org Tea,18,OT2,3,06:58,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,18,OT2,3,06:58,Bird,OC,Blyth's Reed-Warbler,1,5,H,
B_Org Tea,18,OT2,3,06:58,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,18,OT2,3,06:58,Bird,OC,Indian Pond-Heron,1,50,S,
B_Org Tea,18,OT2,3,06:58,Bird,OC,Jungle Myna,1,30,H,
B_Org Tea,18,OT2,3,06:58,Bird,OC,Jungle Myna,1,20,H,
B_Org Tea,18,OT2,3,06:58,Bird,OC,Dusky Crag-Martin,2,50,S,Perched on Eucalyptus
B_Org Tea,18,OT2,3,06:58,Bird,OC,Jungle Myna,1,5,S,Exiting plot
B_Org Tea,18,OT2,3,06:58,Bird,OC,Blyth's Reed-Warbler,1,10,H,Exiting plot
B_Org Tea,19,OT2,4,07:05,Bird,OC,Oriental Magpie-Robin,2,10,S,
B_Org Tea,19,OT2,4,07:05,Bird,OC,Long-tailed Shrike,1,50,H,
B_Org Tea,19,OT2,4,07:05,Bird,OC,Long-tailed Shrike,1,50,H,
B_Org Tea,19,OT2,4,07:05,Bird,OC,Blyth's Reed-Warbler,1,0,S,
B_Org Tea,19,OT2,4,07:05,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,19,OT2,4,07:05,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,19,OT2,4,07:05,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,19,OT2,4,07:05,Bird,OC,Jungle Myna,6,30,H,
B_Org Tea,19,OT2,4,07:05,Bird,RF,Indian Scimitar-Babbler,1,15,S,
B_Org Tea,19,OT2,4,07:05,Bird,OC,Blyth's Reed-Warbler,2,5,H,Exiting plot
B_Org Tea,19,OT2,4,07:05,Bird,OC,Streak-throated Woodpecker,1,50,H,Exiting plot
B_Org Tea,19,OT2,4,07:05,Bird,OC,Streak-throated Woodpecker,1,50,H,Exiting plot
B_Org Tea,20,OT2,5,07:14,Bird,OC,Jungle Myna,2,10,S,Crotalaria plantation
B_Org Tea,20,OT2,5,07:14,Bird,RF,Gray Wagtail,1,10,S,
B_Org Tea,20,OT2,5,07:14,Bird,OC,Blyth's Reed-Warbler,1,5,H,
B_Org Tea,20,OT2,5,07:14,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,20,OT2,5,07:14,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,20,OT2,5,07:14,Bird,OC,Spotted Dove,2,20,H,
B_Org Tea,20,OT2,5,07:14,Bird,OC,Brown Shrike,2,20,H,
B_Org Tea,20,OT2,5,07:14,Bird,OC,Spotted Dove,2,30,H,
B_Org Tea,20,OT2,5,07:14,Bird,OC,Jungle Myna,1,20,S,
B_Org Tea,20,OT2,5,07:14,Bird,OC,Long-tailed Shrike,1,30,H,
B_Org Tea,20,OT2,5,07:14,Bird,OC,Red-whiskered Bulbul,2,30,H,Alarm calls
B_Org Tea,20,OT2,5,07:14,Mammal,NA,JUNGLE STRIPED SQUIRREL,2,30,S,Chasing each other
B_Org Tea,20,OT2,5,07:14,Bird,OC,Large-billed Crow,1,10,H,Exiting plot
B_Org Tea,21,OT2,6,07:22,Bird,OC,Streak-throated Woodpecker,1,10,S,
B_Org Tea,21,OT2,6,07:22,Bird,OC,Jungle Myna,2,15,S,
B_Org Tea,21,OT2,6,07:22,Bird,RF,Gray Wagtail,1,30,H,
B_Org Tea,21,OT2,6,07:22,Bird,OC,Jungle Myna,2,10,S,
B_Org Tea,21,OT2,6,07:22,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,21,OT2,6,07:22,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,21,OT2,6,07:22,Bird,OC,Jungle Myna,1,20,H,
B_Org Tea,21,OT2,6,07:22,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,21,OT2,6,07:22,Bird,OC,Blyth's Reed-Warbler,1,5,H,
B_Org Tea,21,OT2,6,07:22,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Spotted Dove,2,30,S,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Jungle Myna,1,20,S,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Red-whiskered Bulbul,2,10,S,Entering plot
B_Org Tea,22,OT2,7,07:30,Bird,OC,Blyth's Reed-Warbler,1,10,H,Entering plot
B_Org Tea,22,OT2,7,07:30,Bird,OC,Blyth's Reed-Warbler,1,5,H,Entering plot
B_Org Tea,22,OT2,7,07:30,Bird,RF,Gray Wagtail,1,20,H,
B_Org Tea,22,OT2,7,07:30,Bird,RF,Gray Junglefowl,1,30,H,
B_Org Tea,22,OT2,7,07:30,Bird,RF,Indian Scimitar-Babbler,1,30,H,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Purple Sunbird,1,30,H,Singing
B_Org Tea,22,OT2,7,07:30,Bird,OC,Blyth's Reed-Warbler,1,20,H,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Blyth's Reed-Warbler,1,15,H,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Large-billed Crow,6,30,F,"Flying over canopy, out of plot"
B_Org Tea,22,OT2,7,07:30,Bird,OC,Blyth's Reed-Warbler,1,5,H,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Jungle Myna,2,20,H,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Jungle Myna,2,15,H,
B_Org Tea,22,OT2,7,07:30,Bird,OC,Common Tailorbird,2,15,H,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Streak-throated Woodpecker,1,30,H,Entering plot
B_Org Tea,23,OT2,8,07:37,Bird,OC,Jungle Myna,2,15,S,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Blyth's Reed-Warbler,1,10,H,Entering plot
B_Org Tea,23,OT2,8,07:37,Bird,OC,Oriental Magpie-Robin,1,5,S,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Spotted Dove,1,10,S,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Common Tailorbird,1,15,H,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Blyth's Reed-Warbler,1,5,H,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Long-tailed Shrike,1,30,S,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Red-whiskered Bulbul,2,10,S,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Large-billed Crow,2,30,H,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Jungle Myna,1,30,S,
B_Org Tea,23,OT2,8,07:37,Bird,RF,Oriental White-Eye,3,20,H,
B_Org Tea,23,OT2,8,07:37,Bird,OC,Common Tailorbird,1,15,H,Exiting plot
B_Org Tea,23,OT2,8,07:37,Bird,OC,Spotted Dove,1,20,H,Exiting plot
B_Org Tea,24,OT2,9,07:44,Bird,OC,Streak-throated Woodpecker,1,15,H,"Entering plot. Weather: Clear, sunny"
B_Org Tea,24,OT2,9,07:44,Bird,OC,Streak-throated Woodpecker,1,30,H,Entering plot
B_Org Tea,24,OT2,9,07:44,Mammal,NA,JUNGLE STRIPED SQUIRREL,1,10,S,Entering plot
B_Org Tea,24,OT2,9,07:44,Bird,OC,Spotted Dove,1,10,S,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Jungle Myna,1,5,S,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Jungle Myna,2,10,H,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Jungle Myna,1,10,S,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Jungle Myna,1,5,S,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Jungle Myna,2,15,S,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Red-whiskered Bulbul,2,5,S,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Spotted Dove,1,5,S,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Blyth's Reed-Warbler,1,15,H,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Spotted Dove,1,15,H,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Spotted Dove,1,20,H,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Large-billed Crow,1,10,F,"Flying over canopy, out of plot"
B_Org Tea,24,OT2,9,07:44,Bird,OC,Blyth's Reed-Warbler,1,15,H,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Blyth's Reed-Warbler,1,20,H,
B_Org Tea,24,OT2,9,07:44,Bird,OC,Spotted Dove,1,10,S,
B_Org Tea,25,OT2,10,07:51,Bird,OC,Red-whiskered Bulbul,2,5,S,Entering plot
B_Org Tea,25,OT2,10,07:51,Bird,OC,Jungle Myna,1,5,S,Entering plot
B_Org Tea,25,OT2,10,07:51,Bird,OC,Jungle Myna,1,10,S,
B_Org Tea,25,OT2,10,07:51,Bird,OC,Streak-throated Woodpecker,1,15,H,
